Winner,Player1,Player2,Init.Score1,Init.Score2,Final.Score1,Final.Score2
0,Mindist,MindistOpp,77,68,0,33
1,Mindist,MindistOpp,79,42,7,0
1,Mindist,MindistOpp,65,80,61,0
1,Mindist,MindistOpp,80,74,2,0
1,Mindist,MindistOpp,80,80,80,0
0,Mindist,MindistOpp,76,80,0,65
0,Mindist,MindistOpp,48,80,0,21
0,Mindist,MindistOpp,73,80,0,24
0,Mindist,MindistOpp,15,80,0,80
1,Mindist,MindistOpp,33,80,8,0
0,Mindist,MindistOpp,74,80,0,80
0,Mindist,MindistOpp,76,72,0,14
1,Mindist,MindistOpp,74,80,14,0
1,Mindist,MindistOpp,46,50,46,0
1,Mindist,MindistOpp,39,80,13,0
0,Mindist,MindistOpp,80,75,0,45
1,Mindist,MindistOpp,70,80,66,0
0,Mindist,MindistOpp,73,80,0,80
0,Mindist,MindistOpp,78,74,0,66
0,Mindist,MindistOpp,74,66,0,17
1,Mindist,MindistOpp,80,80,19,0
1,Mindist,MindistOpp,40,34,25,0
0,Mindist,MindistOpp,80,80,0,19
0,Mindist,MindistOpp,35,74,0,4
1,Mindist,MindistOpp,45,72,45,0
0,Mindist,MindistOpp,68,73,0,55
0,Mindist,MindistOpp,80,80,0,80
1,Mindist,MindistOpp,72,14,72,0
0,Mindist,MindistOpp,80,15,0,14
0,Mindist,MindistOpp,56,71,0,22
0,Mindist,MindistOpp,28,30,0,20
1,Mindist,MindistOpp,77,80,62,0
0,Mindist,MindistOpp,42,80,0,80
1,Mindist,MindistOpp,51,80,7,0
0,Mindist,MindistOpp,33,79,0,79
0,Mindist,MindistOpp,16,80,0,80
0,Mindist,MindistOpp,80,80,0,80
1,Mindist,MindistOpp,80,73,18,0
1,Mindist,MindistOpp,79,68,51,0
1,Mindist,MindistOpp,77,23,77,0
1,Mindist,MindistOpp,78,43,8,0
0,Mindist,MindistOpp,71,80,0,65
1,Mindist,MindistOpp,80,80,80,0
0,Mindist,MindistOpp,80,80,0,80
1,Mindist,MindistOpp,80,40,80,0
1,Mindist,MindistOpp,55,80,34,0
0,Mindist,MindistOpp,23,61,0,59
1,Mindist,MindistOpp,44,80,18,0
0,Mindist,MindistOpp,17,80,0,80
0,Mindist,MindistOpp,68,80,0,54
0,Mindist,MindistOpp,80,43,0,19
0,Mindist,MindistOpp,80,80,0,80
1,Mindist,MindistOpp,80,72,27,0
0,Mindist,MindistOpp,80,80,0,7
0,Mindist,MindistOpp,80,75,0,66
0,Mindist,MindistOpp,76,80,0,80
0,Mindist,MindistOpp,80,19,0,6
1,Mindist,MindistOpp,78,21,78,0
0,Mindist,MindistOpp,80,74,0,13
0,Mindist,MindistOpp,7,71,0,78
0,Mindist,MindistOpp,80,80,0,22
0,Mindist,MindistOpp,80,76,0,68
1,Mindist,MindistOpp,80,19,26,0
1,Mindist,MindistOpp,77,80,80,0
0,Mindist,MindistOpp,67,50,0,5
1,Mindist,MindistOpp,40,62,10,0
0,Mindist,MindistOpp,37,80,0,80
1,Mindist,MindistOpp,63,80,18,0
0,Mindist,MindistOpp,80,80,0,80
1,Mindist,MindistOpp,80,28,80,0
0,Mindist,MindistOpp,77,80,0,80
1,Mindist,MindistOpp,80,25,20,0
0,Mindist,MindistOpp,80,77,0,14
1,Mindist,MindistOpp,80,18,80,0
0,Mindist,MindistOpp,26,80,0,80
0,Mindist,MindistOpp,71,80,0,25
1,Mindist,MindistOpp,43,80,26,0
1,Mindist,MindistOpp,48,80,20,0
0,Mindist,MindistOpp,80,73,0,12
1,Mindist,MindistOpp,38,80,24,0
0,Mindist,MindistOpp,31,80,0,66
1,Mindist,MindistOpp,80,75,26,0
1,Mindist,MindistOpp,80,47,2,0
1,Mindist,MindistOpp,80,80,43,0
0,Mindist,MindistOpp,80,74,0,13
1,Mindist,MindistOpp,80,80,80,0
1,Mindist,MindistOpp,80,78,53,0
1,Mindist,MindistOpp,80,80,38,0
1,Mindist,MindistOpp,76,76,80,0
0,Mindist,MindistOpp,33,80,0,21
0,Mindist,MindistOpp,80,40,0,14
1,Mindist,MindistOpp,80,80,80,0
0,Mindist,MindistOpp,80,50,0,17
1,Mindist,MindistOpp,31,61,24,0
0,Mindist,MindistOpp,80,80,0,15
1,Mindist,MindistOpp,57,10,31,0
0,Mindist,MindistOpp,23,80,0,80
0,Mindist,MindistOpp,80,72,0,17
0,Mindist,MindistOpp,65,80,0,24
1,Mindist,MindistOpp,23,80,9,0
0,Mindist,MindistOpp,77,75,0,41
0,Mindist,MindistOpp,45,73,0,49
1,Mindist,MindistOpp,44,80,10,0
1,Mindist,MindistOpp,80,21,10,0
0,Mindist,MindistOpp,80,51,0,19
1,Mindist,MindistOpp,80,27,80,0
1,Mindist,MindistOpp,80,74,20,0
0,Mindist,MindistOpp,36,80,0,23
1,Mindist,MindistOpp,68,45,11,0
0,Mindist,MindistOpp,80,80,0,75
0,Mindist,MindistOpp,78,80,0,80
1,Mindist,MindistOpp,80,79,78,0
1,Mindist,MindistOpp,80,68,48,0
0,Mindist,MindistOpp,34,29,0,33
1,Mindist,MindistOpp,67,80,61,0
0,Mindist,MindistOpp,72,64,0,62
1,Mindist,MindistOpp,67,80,62,0
0,Mindist,MindistOpp,36,65,0,66
1,Mindist,MindistOpp,44,80,44,0
1,Mindist,MindistOpp,49,80,80,0
1,Mindist,MindistOpp,80,80,7,0
1,Mindist,MindistOpp,80,42,80,0
0,Mindist,MindistOpp,51,80,0,80
1,Mindist,MindistOpp,50,6,2,0
0,Mindist,MindistOpp,76,80,0,27
1,Mindist,MindistOpp,80,63,80,0
1,Mindist,MindistOpp,80,38,80,0
0,Mindist,MindistOpp,28,80,0,13
1,Mindist,MindistOpp,80,40,76,0
1,Mindist,MindistOpp,80,80,20,0
0,Mindist,MindistOpp,32,80,0,45
0,Mindist,MindistOpp,80,77,0,16
1,Mindist,MindistOpp,80,80,80,0
1,Mindist,MindistOpp,40,80,10,0
1,Mindist,MindistOpp,80,25,69,0
0,Mindist,MindistOpp,80,80,0,80
0,Mindist,MindistOpp,58,80,0,80
1,Mindist,MindistOpp,80,45,80,0
0,Mindist,MindistOpp,61,64,0,2
0,Mindist,MindistOpp,56,76,0,15
0,Mindist,MindistOpp,80,80,0,72
0,Mindist,MindistOpp,78,80,0,68
1,Mindist,MindistOpp,80,40,80,0
0,Mindist,MindistOpp,10,80,0,80
1,Mindist,MindistOpp,80,79,76,0
1,Mindist,MindistOpp,80,80,2,0
0,Mindist,MindistOpp,29,44,0,36
1,Mindist,MindistOpp,80,59,79,0
1,Mindist,MindistOpp,80,75,76,0
1,Mindist,MindistOpp,80,75,79,0
0,Mindist,MindistOpp,80,35,0,15
1,Mindist,MindistOpp,80,70,80,0
1,Mindist,MindistOpp,80,66,78,0
0,Mindist,MindistOpp,28,63,0,30
0,Mindist,MindistOpp,24,80,0,77
1,Mindist,MindistOpp,80,65,80,0
1,Mindist,MindistOpp,65,80,55,0
1,Mindist,MindistOpp,72,80,33,0
1,Mindist,MindistOpp,80,78,80,0
1,Mindist,MindistOpp,73,80,40,0
0,Mindist,MindistOpp,47,9,0,9
0,Mindist,MindistOpp,74,41,0,18
1,Mindist,MindistOpp,74,80,69,0
0,Mindist,MindistOpp,80,80,0,10
1,Mindist,MindistOpp,75,80,21,0
0,Mindist,MindistOpp,50,80,0,80
0,Mindist,MindistOpp,77,29,0,21
0,Mindist,MindistOpp,45,80,0,78
1,Mindist,MindistOpp,50,64,15,0
0,Mindist,MindistOpp,80,27,0,10
0,Mindist,MindistOpp,80,80,0,80
1,Mindist,MindistOpp,49,65,15,0
1,Mindist,MindistOpp,80,72,20,0
0,Mindist,MindistOpp,73,80,0,80
1,Mindist,MindistOpp,80,33,22,0
1,Mindist,MindistOpp,80,55,80,0
1,Mindist,MindistOpp,80,80,80,0
1,Mindist,MindistOpp,79,80,79,0
0,Mindist,MindistOpp,64,80,0,80
0,Mindist,MindistOpp,53,80,0,80
1,Mindist,MindistOpp,80,28,73,0
1,Mindist,MindistOpp,53,47,53,0
1,Mindist,MindistOpp,80,78,76,0
1,Mindist,MindistOpp,18,80,18,0
0,Mindist,MindistOpp,80,80,0,16
0,Mindist,MindistOpp,59,80,0,51
0,Mindist,MindistOpp,70,80,0,80
1,Mindist,MindistOpp,70,74,68,0
0,Mindist,MindistOpp,44,60,0,27
1,Mindist,MindistOpp,80,80,80,0
1,Mindist,MindistOpp,80,80,7,0
0,Mindist,MindistOpp,80,68,0,67
0,Mindist,MindistOpp,5,63,0,63
0,Mindist,MindistOpp,55,80,0,17
0,Mindist,MindistOpp,80,80,0,80
0,Mindist,MindistOpp,50,77,0,80
1,Mindist,MindistOpp,80,68,22,0
0,Mindist,MindistOpp,69,80,0,74
1,Mindist,MindistOpp,15,80,15,0
1,Mindist,MindistOpp,56,64,27,0
1,Mindist,MindistOpp,55,80,36,0
1,Mindist,MindistOpp,80,50,18,0
0,Mindist,MindistOpp,74,62,0,26
1,Mindist,MindistOpp,39,9,39,0
0,Mindist,MindistOpp,22,80,0,80
1,Mindist,MindistOpp,80,80,4,0
0,Mindist,MindistOpp,77,75,0,80
0,Mindist,MindistOpp,75,20,0,5
0,Mindist,MindistOpp,32,59,0,19
1,Mindist,MindistOpp,80,80,80,0
1,Mindist,MindistOpp,80,80,23,0
1,Mindist,MindistOpp,80,80,15,0
1,Mindist,MindistOpp,64,32,10,0
1,Mindist,MindistOpp,80,80,26,0
1,Mindist,MindistOpp,80,80,79,0
1,Mindist,MindistOpp,66,80,27,0
0,Mindist,MindistOpp,80,80,0,80
0,Mindist,MindistOpp,23,79,0,79
1,Mindist,MindistOpp,80,27,80,0
0,Mindist,MindistOpp,80,80,0,80
0,Mindist,MindistOpp,80,59,0,22
1,Mindist,MindistOpp,80,80,36,0
1,Mindist,MindistOpp,80,80,2,0
0,Mindist,MindistOpp,80,80,0,41
0,Mindist,MindistOpp,33,80,0,21
0,Mindist,MindistOpp,69,80,0,80
0,Mindist,MindistOpp,48,80,0,39
1,Mindist,MindistOpp,80,80,77,0
1,Mindist,MindistOpp,80,30,48,0
1,Mindist,MindistOpp,73,8,28,0
0,Mindist,MindistOpp,29,68,0,76
0,Mindist,MindistOpp,65,80,0,80
0,Mindist,MindistOpp,17,80,0,80
1,Mindist,MindistOpp,80,18,39,0
1,Mindist,MindistOpp,57,80,10,0
1,Mindist,MindistOpp,80,80,10,0
0,Mindist,MindistOpp,69,71,0,41
0,Mindist,MindistOpp,29,80,0,77
1,Mindist,MindistOpp,29,80,19,0
1,Mindist,MindistOpp,37,74,37,0
1,Mindist,MindistOpp,80,16,8,0
0,Mindist,MindistOpp,26,80,0,18
0,Mindist,MindistOpp,42,80,0,79
0,Mindist,MindistOpp,33,79,0,10
1,Mindist,MindistOpp,56,80,14,0
0,Mindist,MindistOpp,80,80,0,11
1,Mindist,MindistOpp,80,79,80,0
0,Mindist,MindistOpp,80,78,0,75
0,Mindist,MindistOpp,80,28,0,26
0,Mindist,MindistOpp,77,75,0,16
0,Mindist,MindistOpp,11,31,0,31
0,Mindist,MindistOpp,75,80,0,58
0,Mindist,MindistOpp,80,80,0,63
1,Mindist,MindistOpp,38,67,2,0
0,Mindist,MindistOpp,33,80,0,59
0,Mindist,MindistOpp,46,77,0,71
1,Mindist,MindistOpp,80,80,25,0
0,Mindist,MindistOpp,33,69,0,67
0,Mindist,MindistOpp,80,19,0,23
0,Mindist,MindistOpp,77,53,0,41
0,Mindist,MindistOpp,80,80,0,80
0,Mindist,MindistOpp,80,54,0,24
1,Mindist,MindistOpp,80,26,5,0
0,Mindist,MindistOpp,16,48,0,16
1,Mindist,MindistOpp,80,54,79,0
0,Mindist,MindistOpp,30,56,0,13
1,Mindist,MindistOpp,80,80,69,0
0,Mindist,MindistOpp,48,39,0,26
1,Mindist,MindistOpp,80,50,76,0
1,Mindist,MindistOpp,71,75,71,0
0,Mindist,MindistOpp,32,35,0,43
1,Mindist,MindistOpp,80,16,64,0
0,Mindist,MindistOpp,76,80,0,80
0,Mindist,MindistOpp,5,80,0,80
0,Mindist,MindistOpp,80,80,0,80
0,Mindist,MindistOpp,80,80,0,80
0,Mindist,MindistOpp,23,80,0,56
0,Mindist,MindistOpp,80,66,0,13
1,Mindist,MindistOpp,80,74,18,0
0,Mindist,MindistOpp,80,80,0,76
0,Mindist,MindistOpp,52,80,0,7
0,Mindist,MindistOpp,25,34,0,3
0,Mindist,MindistOpp,80,76,0,24
1,Mindist,MindistOpp,80,80,73,0
0,Mindist,MindistOpp,80,41,0,36
0,Mindist,MindistOpp,26,80,0,48
1,Mindist,MindistOpp,80,80,73,0
1,Mindist,MindistOpp,75,39,46,0
1,Mindist,MindistOpp,76,25,76,0
0,Mindist,MindistOpp,80,67,0,29
1,Mindist,MindistOpp,80,61,52,0
0,Mindist,MindistOpp,53,80,0,80
1,Mindist,MindistOpp,80,55,41,0
0,Mindist,MindistOpp,71,55,0,36
0,Mindist,MindistOpp,66,78,0,9
1,Mindist,MindistOpp,80,80,80,0
0,Mindist,MindistOpp,80,80,0,28
0,Mindist,MindistOpp,70,80,0,26
1,Mindist,MindistOpp,80,69,23,0
0,Mindist,MindistOpp,78,41,0,12
1,Mindist,MindistOpp,72,9,72,0
1,Mindist,MindistOpp,80,50,80,0
1,Mindist,MindistOpp,80,80,80,0
0,Mindist,MindistOpp,74,80,0,80
1,Mindist,MindistOpp,80,67,48,0
0,Mindist,MindistOpp,80,75,0,80
0,Mindist,MindistOpp,79,80,0,20
0,Mindist,MindistOpp,80,80,0,24
1,Mindist,MindistOpp,80,76,72,0
1,Mindist,MindistOpp,80,36,64,0
1,Mindist,MindistOpp,30,67,11,0
0,Mindist,MindistOpp,34,61,0,64
1,Mindist,MindistOpp,76,56,27,0
0,Mindist,MindistOpp,31,80,0,20
0,Mindist,MindistOpp,80,67,0,37
1,Mindist,MindistOpp,57,80,23,0
1,Mindist,MindistOpp,66,79,36,0
1,Mindist,MindistOpp,80,80,19,0
0,Mindist,MindistOpp,80,74,0,62
0,Mindist,MindistOpp,80,80,0,21
1,Mindist,MindistOpp,39,36,3,0
0,Mindist,MindistOpp,24,33,0,26
1,Mindist,MindistOpp,80,26,80,0
1,Mindist,MindistOpp,80,80,10,0
1,Mindist,MindistOpp,71,55,62,0
1,Mindist,MindistOpp,80,74,17,0
1,Mindist,MindistOpp,80,29,78,0
0,Mindist,MindistOpp,79,45,0,41
1,Mindist,MindistOpp,77,44,13,0
1,Mindist,MindistOpp,80,61,63,0
1,Mindist,MindistOpp,80,40,11,0
1,Mindist,MindistOpp,77,40,7,0
0,Mindist,MindistOpp,32,28,0,2
1,Mindist,MindistOpp,80,69,74,0
0,Mindist,MindistOpp,80,76,0,23
0,Mindist,MindistOpp,80,77,0,23
0,Mindist,MindistOpp,27,80,0,80
0,Mindist,MindistOpp,50,51,0,22
0,Mindist,MindistOpp,26,16,0,11
1,Mindist,MindistOpp,80,80,80,0
1,Mindist,MindistOpp,80,37,4,0
1,Mindist,MindistOpp,58,78,8,0
0,Mindist,MindistOpp,80,80,0,24
0,Mindist,MindistOpp,71,80,0,76
0,Mindist,MindistOpp,31,80,0,80
0,Mindist,MindistOpp,57,78,0,72
0,Mindist,MindistOpp,63,61,0,61
1,Mindist,MindistOpp,77,8,77,0
1,Mindist,MindistOpp,62,8,62,0
1,Mindist,MindistOpp,55,80,24,0
0,Mindist,MindistOpp,80,80,0,18
1,Mindist,MindistOpp,12,25,5,0
1,Mindist,MindistOpp,80,79,16,0
1,Mindist,MindistOpp,31,75,13,0
1,Mindist,MindistOpp,80,31,80,0
1,Mindist,MindistOpp,49,80,3,0
0,Mindist,MindistOpp,76,29,0,27
0,Mindist,MindistOpp,80,35,0,13
0,Mindist,MindistOpp,79,80,0,80
1,Mindist,MindistOpp,80,78,2,0
1,Mindist,MindistOpp,35,80,25,0
1,Mindist,MindistOpp,47,74,24,0
0,Mindist,MindistOpp,80,7,0,4
1,Mindist,MindistOpp,80,78,47,0
1,Mindist,MindistOpp,69,34,62,0
1,Mindist,MindistOpp,41,76,16,0
1,Mindist,MindistOpp,80,48,80,0
0,Mindist,MindistOpp,71,80,0,21
1,Mindist,MindistOpp,80,18,26,0
0,Mindist,MindistOpp,80,80,0,28
1,Mindist,MindistOpp,75,80,36,0
0,Mindist,MindistOpp,80,80,0,73
1,Mindist,MindistOpp,72,80,74,0
1,Mindist,MindistOpp,61,23,23,0
0,Mindist,MindistOpp,58,32,0,26
1,Mindist,MindistOpp,80,80,80,0
1,Mindist,MindistOpp,77,46,36,0
1,Mindist,MindistOpp,80,76,24,0
1,Mindist,MindistOpp,80,79,75,0
0,Mindist,MindistOpp,80,4,0,3
1,Mindist,MindistOpp,65,17,25,0
0,Mindist,MindistOpp,69,77,0,54
0,Mindist,MindistOpp,75,74,0,6
1,Mindist,MindistOpp,80,51,2,0
1,Mindist,MindistOpp,80,74,20,0
1,Mindist,MindistOpp,80,36,70,0
0,Mindist,MindistOpp,45,61,0,4
0,Mindist,MindistOpp,52,80,0,80
0,Mindist,MindistOpp,67,80,0,33
0,Mindist,MindistOpp,80,43,0,8
0,Mindist,MindistOpp,80,40,0,10
0,Mindist,MindistOpp,80,69,0,64
0,Mindist,MindistOpp,29,80,0,47
0,Mindist,MindistOpp,80,30,0,21
1,Mindist,MindistOpp,75,60,80,0
0,Mindist,MindistOpp,69,78,0,16
1,Mindist,MindistOpp,25,48,25,0
1,Mindist,MindistOpp,80,25,80,0
0,Mindist,MindistOpp,80,80,0,18
0,Mindist,MindistOpp,9,75,0,75
0,Mindist,MindistOpp,80,63,0,3
0,Mindist,MindistOpp,80,80,0,40
0,Mindist,MindistOpp,74,80,0,80
0,Mindist,MindistOpp,80,80,0,80
1,Mindist,MindistOpp,80,67,80,0
1,Mindist,MindistOpp,80,33,13,0
0,Mindist,MindistOpp,20,34,0,12
1,Mindist,MindistOpp,80,36,80,0
1,Mindist,MindistOpp,77,78,49,0
0,Mindist,MindistOpp,37,74,0,14
0,Mindist,MindistOpp,26,71,0,80
1,Mindist,MindistOpp,22,31,3,0
1,Mindist,MindistOpp,80,80,23,0
1,Mindist,MindistOpp,80,74,23,0
0,Mindist,MindistOpp,76,73,0,39
1,Mindist,MindistOpp,34,70,25,0
1,Mindist,MindistOpp,80,51,80,0
0,Mindist,MindistOpp,15,80,0,80
0,Mindist,MindistOpp,80,79,0,32
1,Mindist,MindistOpp,80,80,29,0
0,Mindist,MindistOpp,79,46,0,13
1,Mindist,MindistOpp,44,47,16,0
0,Mindist,MindistOpp,58,80,0,20
1,Mindist,MindistOpp,66,31,44,0
0,Mindist,MindistOpp,80,80,0,67
0,Mindist,MindistOpp,79,42,0,22
1,Mindist,MindistOpp,76,0,76,0
0,Mindist,MindistOpp,5,80,0,80
0,Mindist,MindistOpp,72,75,0,46
1,Mindist,MindistOpp,80,80,24,0
0,Mindist,MindistOpp,69,70,0,13
0,Mindist,MindistOpp,74,47,0,31
0,Mindist,MindistOpp,30,80,0,67
0,Mindist,MindistOpp,23,79,0,16
1,Mindist,MindistOpp,80,36,80,0
0,Mindist,MindistOpp,30,19,0,18
1,Mindist,MindistOpp,80,28,80,0
1,Mindist,MindistOpp,80,73,74,0
1,Mindist,MindistOpp,43,80,8,0
1,Mindist,MindistOpp,77,27,7,0
0,Mindist,MindistOpp,48,75,0,77
0,Mindist,MindistOpp,59,80,0,80
1,Mindist,MindistOpp,49,66,15,0
0,Mindist,MindistOpp,80,80,0,45
0,Mindist,MindistOpp,80,80,0,16
0,Mindist,MindistOpp,80,80,0,58
0,Mindist,MindistOpp,18,77,0,15
1,Mindist,MindistOpp,74,70,2,0
0,Mindist,MindistOpp,34,80,0,80
1,Mindist,MindistOpp,80,53,80,0
0,Mindist,MindistOpp,23,80,0,16
1,Mindist,MindistOpp,80,80,80,0
0,Mindist,MindistOpp,69,70,0,64
1,Mindist,MindistOpp,80,79,19,0
1,Mindist,MindistOpp,67,19,42,0
1,Mindist,MindistOpp,27,77,10,0
1,Mindist,MindistOpp,80,80,80,0
0,Mindist,MindistOpp,64,80,0,80
1,Mindist,MindistOpp,80,70,80,0
1,Mindist,MindistOpp,40,80,9,0
0,Mindist,MindistOpp,73,80,0,59
0,Mindist,MindistOpp,69,78,0,80
1,Mindist,MindistOpp,80,80,11,0
1,Mindist,MindistOpp,67,75,62,0
1,Mindist,MindistOpp,79,22,69,0
1,Mindist,MindistOpp,80,80,77,0
0,Mindist,MindistOpp,16,26,0,24
1,Mindist,MindistOpp,77,51,74,0
0,Mindist,MindistOpp,18,80,0,80
0,Mindist,MindistOpp,80,46,0,19
0,Mindist,MindistOpp,69,80,0,27
0,Mindist,MindistOpp,30,76,0,80
1,Mindist,MindistOpp,80,42,80,0
1,Mindist,MindistOpp,72,40,9,0
1,Mindist,MindistOpp,75,80,71,0
0,Mindist,MindistOpp,80,80,0,80
1,Mindist,MindistOpp,80,80,3,0
1,Mindist,MindistOpp,44,2,19,0
1,Mindist,MindistOpp,72,71,19,0
1,Mindist,MindistOpp,80,80,80,0
1,Mindist,MindistOpp,80,61,74,0
1,Mindist,MindistOpp,51,80,22,0
0,Mindist,MindistOpp,80,79,0,15
0,Mindist,MindistOpp,80,80,0,78
0,Mindist,MindistOpp,52,68,0,14
1,Mindist,MindistOpp,66,43,62,0
1,Mindist,MindistOpp,80,80,80,0
1,Mindist,MindistOpp,80,78,80,0
0,Mindist,MindistOpp,39,80,0,17
0,Mindist,MindistOpp,31,80,0,80
1,Mindist,MindistOpp,80,50,70,0
0,Mindist,MindistOpp,80,80,0,80
1,Mindist,MindistOpp,80,77,73,0
1,Mindist,MindistOpp,62,77,5,0
1,Mindist,MindistOpp,33,79,19,0
0,Mindist,MindistOpp,79,80,0,45
1,Mindist,MindistOpp,80,80,66,0
1,Mindist,MindistOpp,80,15,2,0
0,Mindist,MindistOpp,75,66,0,78
1,Mindist,MindistOpp,80,80,29,0
1,Mindist,MindistOpp,27,80,27,0
0,Mindist,MindistOpp,77,80,0,19
1,Mindist,MindistOpp,75,80,75,0
0,Mindist,MindistOpp,80,80,0,67
0,Mindist,MindistOpp,78,80,0,23
0,Mindist,MindistOpp,80,64,0,16
0,Mindist,MindistOpp,34,80,0,80
0,Mindist,MindistOpp,13,56,0,30
0,Mindist,MindistOpp,66,67,0,17
1,Mindist,MindistOpp,77,76,20,0
1,Mindist,MindistOpp,80,9,77,0
0,Mindist,MindistOpp,2,80,0,80
1,Mindist,MindistOpp,71,18,28,0
0,Mindist,MindistOpp,42,78,0,18
1,Mindist,MindistOpp,80,80,7,0
0,Mindist,MindistOpp,80,80,0,25
1,Mindist,MindistOpp,50,23,50,0
0,Mindist,MindistOpp,49,80,0,80
1,Mindist,MindistOpp,80,80,9,0
0,Mindist,MindistOpp,36,80,0,7
1,Mindist,MindistOpp,67,62,67,0
1,Mindist,MindistOpp,72,80,59,0
1,Mindist,MindistOpp,48,31,8,0
1,Mindist,MindistOpp,80,80,71,0
1,Mindist,MindistOpp,73,80,11,0
1,Mindist,MindistOpp,80,80,19,0
1,Mindist,MindistOpp,80,80,22,0
1,Mindist,MindistOpp,44,28,26,0
1,Mindist,MindistOpp,70,80,64,0
1,Mindist,MindistOpp,80,80,25,0
1,Mindist,MindistOpp,80,80,26,0
1,Mindist,MindistOpp,80,80,80,0
0,Mindist,MindistOpp,6,78,0,78
1,Mindist,MindistOpp,80,80,77,0
0,Mindist,MindistOpp,74,80,0,53
0,Mindist,MindistOpp,71,58,0,52
1,Mindist,MindistOpp,59,80,54,0
0,Mindist,MindistOpp,23,43,0,19
1,Mindist,MindistOpp,48,80,18,0
1,Mindist,MindistOpp,80,80,80,0
0,Mindist,MindistOpp,57,30,0,14
1,Mindist,MindistOpp,79,42,44,0
0,Mindist,MindistOpp,37,80,0,19
0,Mindist,MindistOpp,80,75,0,66
0,Mindist,MindistOpp,80,80,0,80
1,Mindist,MindistOpp,80,51,12,0
0,Mindist,MindistOpp,80,75,0,18
1,Mindist,MindistOpp,73,9,46,0
1,Mindist,MindistOpp,66,11,66,0
1,Mindist,MindistOpp,65,80,61,0
1,Mindist,MindistOpp,80,80,31,0
0,Mindist,MindistOpp,18,63,0,61
0,Mindist,MindistOpp,80,21,0,13
0,Mindist,MindistOpp,76,80,0,68
0,Mindist,MindistOpp,70,80,0,11
1,Mindist,MindistOpp,28,80,15,0
1,Mindist,MindistOpp,80,22,52,0
1,Mindist,MindistOpp,76,75,49,0
1,Mindist,MindistOpp,80,80,46,0
1,Mindist,MindistOpp,43,75,18,0
0,Mindist,MindistOpp,59,26,0,20
1,Mindist,MindistOpp,80,80,44,0
1,Mindist,MindistOpp,46,80,17,0
0,Mindist,MindistOpp,20,80,0,80
0,Mindist,MindistOpp,50,80,0,31
1,Mindist,MindistOpp,45,32,2,0
1,Mindist,MindistOpp,62,78,9,0
0,Mindist,MindistOpp,80,67,0,67
0,Mindist,MindistOpp,64,79,0,66
0,Mindist,MindistOpp,29,52,0,30
1,Mindist,MindistOpp,37,29,33,0
0,Mindist,MindistOpp,80,69,0,15
0,Mindist,MindistOpp,70,51,0,59
1,Mindist,MindistOpp,80,77,16,0
1,Mindist,MindistOpp,46,60,52,0
0,Mindist,MindistOpp,80,80,0,67
0,Mindist,MindistOpp,23,80,0,80
0,Mindist,MindistOpp,80,48,0,16
1,Mindist,MindistOpp,80,72,80,0
1,Mindist,MindistOpp,80,80,53,0
1,Mindist,MindistOpp,80,28,3,0
1,Mindist,MindistOpp,80,16,17,0
0,Mindist,MindistOpp,73,73,0,70
1,Mindist,MindistOpp,42,46,22,0
1,Mindist,MindistOpp,80,80,80,0
0,Mindist,MindistOpp,80,68,0,57
1,Mindist,MindistOpp,61,80,12,0
1,Mindist,MindistOpp,59,36,55,0
0,Mindist,MindistOpp,80,80,0,80
0,Mindist,MindistOpp,80,33,0,19
1,Mindist,MindistOpp,23,46,20,0
0,Mindist,MindistOpp,35,80,0,80
0,Mindist,MindistOpp,58,80,0,77
0,Mindist,MindistOpp,41,80,0,80
1,Mindist,MindistOpp,74,80,71,0
0,Mindist,MindistOpp,73,73,0,38
1,Mindist,MindistOpp,80,80,18,0
0,Mindist,MindistOpp,66,80,0,22
0,Mindist,MindistOpp,80,71,0,60
1,Mindist,MindistOpp,80,33,80,0
0,Mindist,MindistOpp,80,80,0,16
0,Mindist,MindistOpp,63,80,0,9
1,Mindist,MindistOpp,80,21,73,0
0,Mindist,MindistOpp,79,80,0,12
1,Mindist,MindistOpp,80,80,26,0
0,Mindist,MindistOpp,70,80,0,6
1,Mindist,MindistOpp,80,80,80,0
1,Mindist,MindistOpp,80,73,54,0
1,Mindist,MindistOpp,80,80,80,0
0,Mindist,MindistOpp,74,80,0,80
1,Mindist,MindistOpp,39,77,8,0
1,Mindist,MindistOpp,35,23,35,0
0,Mindist,MindistOpp,52,42,0,8
1,Mindist,MindistOpp,80,77,80,0
1,Mindist,MindistOpp,80,73,23,0
1,Mindist,MindistOpp,74,57,45,0
1,Mindist,MindistOpp,80,66,80,0
0,Mindist,MindistOpp,30,79,0,64
1,Mindist,MindistOpp,80,66,6,0
1,Mindist,MindistOpp,68,75,39,0
1,Mindist,MindistOpp,63,80,63,0
1,Mindist,MindistOpp,80,28,63,0
0,Mindist,MindistOpp,80,80,0,80
0,Mindist,MindistOpp,80,56,0,21
1,Mindist,MindistOpp,80,45,80,0
1,Mindist,MindistOpp,54,28,51,0
0,Mindist,MindistOpp,51,78,0,75
0,Mindist,MindistOpp,80,77,0,25
0,Mindist,MindistOpp,47,47,0,15
1,Mindist,MindistOpp,40,80,17,0
0,Mindist,MindistOpp,76,80,0,53
1,Mindist,MindistOpp,80,24,79,0
1,Mindist,MindistOpp,80,45,80,0
0,Mindist,MindistOpp,29,22,0,8
