,mscore
511,55
512,57
513,31
514,29
515,27
516,53
517,58
518,11
519,66
520,28
521,18
522,30
523,27
524,48
525,72
526,66
527,17
528,46
529,53
530,74
531,80
532,32
533,39
534,23
535,47
536,60
537,23
538,33
539,47
540,38
541,47
542,71
543,37
544,62
545,50
546,24
547,50
548,27
549,52
550,58
551,49
552,43
553,49
554,22
555,13
556,53
557,41
558,34
559,29
560,49
561,45
562,52
563,72
564,34
565,53
566,56
567,53
568,27
569,23
570,61
571,43
572,64
573,33
574,79
575,45
576,25
577,48
578,13
579,63
580,61
581,19
582,75
583,24
584,11
585,35
586,30
587,24
588,26
589,40
590,30
591,80
592,30
593,61
594,51
595,46
596,24
597,71
598,48
599,77
600,56
601,55
602,72
603,58
604,34
605,27
606,43
607,22
608,80
609,20
610,70
611,55
612,47
613,47
614,49
615,42
616,56
617,45
618,50
619,45
620,39
621,56
622,71
623,58
624,25
625,71
626,69
627,73
628,53
629,50
630,67
631,40
632,57
633,57
634,69
635,19
636,33
637,40
638,30
639,48
640,54
641,77
642,29
643,52
644,23
645,36
646,39
647,44
648,35
649,67
650,51
651,29
652,59
653,42
654,25
655,16
656,53
657,70
658,42
659,46
660,51
661,27
662,49
663,52
664,80
665,69
666,21
667,49
668,48
669,28
670,70
671,36
672,43
673,51
674,46
675,80
676,18
677,35
678,47
679,26
680,42
681,25
682,47
683,21
684,55
685,22
686,47
687,28
688,31
689,77
690,20
691,30
692,23
693,66
694,42
695,53
696,40
697,26
698,28
699,80
700,5
701,2
702,54
703,43
704,75
705,47
706,18
707,30
708,30
709,49
710,33
711,51
712,80
713,72
714,42
715,71
716,48
717,74
718,69
719,44
720,62
721,40
722,76
723,40
724,31
725,46
726,53
727,44
728,46
729,72
730,24
731,52
732,41
733,67
734,22
735,78
736,80
737,70
738,33
739,28
740,73
741,60
742,35
743,40
744,32
745,50
746,59
747,30
748,60
749,47
750,38
751,48
752,74
753,46
754,68
755,65
756,43
757,28
758,26
759,21
760,31
761,47
762,35
763,40
764,27
765,28
766,30
767,57
768,43
769,55
770,21
771,73
772,56
773,72
774,76
775,39
776,66
777,55
778,42
779,60
780,27
781,40
782,40
783,27
784,17
785,78
786,39
787,57
788,47
789,80
790,50
791,0
792,43
793,76
794,33
795,10
796,53
797,29
798,75
799,29
800,47
801,26
802,22
803,36
804,66
805,48
806,59
807,47
808,80
809,29
810,26
811,77
812,43
813,76
814,42
815,55
816,31
817,45
818,18
819,21
820,19
821,27
822,46
823,14
824,5
825,62
826,71
827,34
828,30
829,72
830,15
831,59
832,58
833,21
834,35
835,25
836,45
837,18
838,33
839,43
840,76
841,56
842,52
843,69
844,58
845,77
846,21
847,50
848,9
849,47
850,27
851,43
852,24
853,32
854,36
855,63
856,24
857,49
858,68
859,68
860,27
861,37
862,53
863,17
864,41
865,53
866,30
867,71
868,51
869,44
870,80
871,23
872,24
873,74
874,63
875,80
876,7
877,2
878,56
879,48
880,50
881,37
882,32
883,67
884,80
885,80
886,57
887,18
888,33
889,23
890,61
891,27
892,46
893,14
894,41
895,35
896,20
897,80
898,29
899,37
900,17
901,65
902,24
903,50
904,67
905,47
906,37
907,39
908,39
909,53
910,80
911,47
912,20
913,55
914,29
915,77
916,44
917,41
918,65
919,31
920,45
921,46
922,20
923,34
924,52
925,57
926,63
927,80
928,21
929,44
930,26
931,32
932,29
933,15
934,54
935,74
936,51
937,51
938,71
939,32
940,30
941,26
942,35
943,70
944,40
945,28
946,79
947,18
948,76
949,50
950,22
951,33
952,45
953,77
954,66
955,80
956,26
957,73
958,44
959,39
960,39
961,15
962,25
963,58
964,66
965,25
966,16
967,80
968,71
969,78
970,77
971,78
972,26
973,23
974,68
975,72
976,24
977,48
978,76
979,48
980,68
981,79
982,19
983,42
984,50
985,41
986,16
987,47
988,38
989,28
990,22
991,55
992,23
993,46
994,80
995,77
996,62
997,53
998,22
999,33
1000,80
1001,66
1002,23
1003,78
1004,58
1005,58
1006,48
1007,21
1008,67
1009,80
1010,45
1011,43
1012,40
1013,70
1014,20
1015,59
1016,76
1017,62
1018,35
1019,44
1020,52
1021,40
1022,23
1023,40
1024,52
1025,66
1026,46
1027,80
1028,19
1029,27
1030,40
1031,63
1032,45
1033,35
1034,71
1035,34
1036,27
1037,79
1038,80
1039,66
1040,21
1041,17
1042,48
1043,79
1044,23
1045,46
1046,34
1047,44
1048,40
1049,72
1050,60
1051,28
1052,51
1053,48
1054,66
1055,43
1056,76
1057,32
1058,39
1059,65
1060,15
1061,53
1062,10
1063,44
1064,42
1065,28
1066,23
1067,39
1068,37
1069,26
1070,40
1071,16
1072,20
1073,16
1074,43
1075,36
1076,53
1077,55
1078,75
1079,52
1080,51
1081,46
1082,30
1083,51
1084,3
1085,58
1086,38
1087,31
1088,18
1089,44
1090,71
1091,42
1092,30
1093,80
1094,73
1095,52
1096,62
1097,66
1098,72
1099,28
1100,36
1101,19
1102,16
1103,15
1104,32
1105,69
1106,58
1107,52
1108,28
1109,47
1110,56
1111,16
1112,42
1113,13
1114,54
1115,42
1116,36
1117,57
1118,64
1119,46
1120,52
1121,71
1122,18
1123,47
1124,49
1125,39
1126,59
1127,51
1128,42
1129,48
1130,74
1131,30
1132,47
1133,72
1134,47
1135,80
1136,45
1137,63
1138,18
1139,76
1140,30
1141,66
1142,22
1143,52
1144,43
1145,76
1146,44
1147,24
1148,70
1149,48
1150,53
1151,60
1152,48
1153,27
1154,63
1155,28
1156,70
1157,37
1158,80
1159,44
1160,58
1161,54
1162,31
1163,52
1164,44
1165,34
1166,74
1167,53
1168,68
1169,55
1170,19
1171,45
1172,45
1173,28
1174,52
1175,25
1176,49
1177,23
1178,48
1179,31
1180,31
1181,47
1182,69
1183,4
1184,2
1185,32
1186,36
1187,38
1188,73
1189,50
1190,50
1191,49
1192,57
1193,28
1194,11
1195,58
1196,28
1197,43
1198,34
1199,26
1200,45
1201,54
1202,41
1203,52
1204,44
1205,65
1206,64
1207,72
1208,39
1209,67
1210,30
1211,46
1212,45
1213,49
1214,41
1215,54
1216,58
1217,80
1218,19
1219,70
1220,80
1221,56
1222,27
1223,31
1224,49
1225,79
1226,57
1227,37
1228,35
1229,67
1230,46
1231,22
1232,52
1233,28
1234,67
1235,24
1236,24
1237,21
1238,63
1239,31
1240,25
1241,48
1242,21
1243,80
1244,9
1245,29
1246,72
1247,53
1248,21
1249,77
1250,80
1251,28
1252,73
1253,20
1254,31
1255,23
1256,44
1257,38
1258,56
1259,32
1260,63
1261,24
1262,46
1263,35
1264,61
1265,51
1266,53
1267,72
1268,41
1269,28
1270,55
1271,24
1272,24
1273,63
1274,44
1275,56
1276,68
1277,48
1278,48
1279,49
1280,71
1281,45
1282,44
1283,45
1284,54
1285,48
1286,37
1287,43
1288,33
1289,49
1290,43
1291,40
1292,31
1293,28
1294,15
1295,49
1296,20
1297,80
1298,12
1299,73
1300,51
1301,42
1302,49
1303,21
1304,62
1305,44
1306,37
1307,68
1308,26
1309,25
1310,42
1311,50
1312,63
1313,46
1314,30
1315,31
1316,38
1317,35
1318,17
1319,42
1320,25
1321,45
1322,80
1323,79
1324,40
1325,31
1326,50
1327,39
1328,53
1329,19
1330,21
1331,43
1332,72
1333,53
1334,43
1335,78
1336,30
1337,45
1338,17
1339,26
1340,78
1341,17
1342,71
1343,65
1344,77
1345,23
1346,29
1347,44
1348,10
1349,33
1350,46
1351,44
1352,80
1353,22
1354,49
1355,25
1356,53
1357,19
1358,58
1359,47
1360,28
1361,45
1362,47
1363,52
1364,28
1365,4
1366,75
1367,32
1368,24
1369,31
1370,36
1371,80
1372,23
1373,59
1374,20
1375,29
1376,30
1377,53
1378,32
1379,68
1380,52
1381,28
1382,14
1383,41
1384,54
1385,32
1386,48
1387,21
1388,69
1389,28
1390,23
1391,12
1392,20
1393,22
1394,60
1395,42
1396,41
1397,44
1398,33
1399,22
1400,23
1401,47
1402,37
1403,41
1404,3
1405,64
1406,30
1407,29
1408,30
1409,77
1410,50
1411,7
1412,17
1413,27
1414,69
1415,52
1416,66
1417,80
1418,46
1419,20
1420,21
1421,22
1422,65
1423,73
1424,34
1425,34
1426,37
1427,21
1428,39
1429,49
1430,68
1431,21
1432,66
1433,67
1434,22
1435,40
1436,27
1437,37
1438,53
1439,46
1440,57
1441,46
1442,75
1443,50
1444,56
1445,65
1446,62
1447,72
1448,32
1449,49
1450,26
1451,76
1452,77
1453,50
1454,80
1455,24
1456,45
1457,68
1458,80
1459,44
1460,49
1461,80
1462,46
1463,53
1464,28
1465,22
1466,39
1467,46
1468,66
1469,43
1470,45
1471,76
1472,38
1473,37
1474,49
1475,50
1476,72
1477,31
1478,36
1479,48
1480,51
1481,25
1482,39
1483,23
1484,23
1485,23
1486,22
1487,56
1488,31
1489,43
1490,30
1491,28
1492,44
1493,40
1494,72
1495,30
1496,51
1497,47
1498,76
1499,68
1500,39
1501,27
1502,67
1503,52
1504,47
1505,25
1506,63
1507,22
1508,32
1509,54
1510,79
1511,31
1512,28
1513,79
1514,39
1515,32
1516,64
1517,34
1518,23
1519,64
1520,21
1521,51
1522,71
1523,80
1524,57
1525,55
1526,37
1527,36
1528,27
1529,46
1530,46
1531,40
1532,76
1533,80
1534,49
1535,40
1536,47
1537,74
1538,20
1539,54
1540,51
1541,24
1542,29
1543,59
1544,25
1545,34
1546,78
1547,37
1548,38
1549,19
1550,50
1551,37
1552,20
1553,44
1554,76
1555,23
1556,40
1557,45
1558,19
1559,71
1560,80
1561,78
1562,69
1563,50
1564,29
1565,49
1566,51
1567,31
1568,27
1569,38
1570,27
1571,66
1572,57
1573,77
1574,47
1575,51
1576,36
1577,35
1578,46
1579,47
1580,46
1581,26
1582,79
1583,29
1584,42
1585,49
1586,21
1587,80
1588,41
1589,77
1590,49
1591,52
1592,9
1593,20
1594,25
1595,80
1596,33
1597,19
1598,66
1599,62
1600,80
1601,54
1602,2
1603,14
1604,57
1605,10
1606,40
1607,57
1608,80
1609,48
1610,30
1611,23
1612,25
1613,56
1614,22
1615,50
1616,23
1617,45
1618,53
1619,50
1620,34
1621,53
1622,31
1623,35
1624,66
1625,15
1626,33
1627,31
1628,42
1629,47
1630,50
1631,80
1632,70
1633,30
1634,47
1635,77
1636,34
1637,51
1638,39
1639,31
1640,52
1641,36
1642,49
1643,27
1644,68
1645,74
1646,75
1647,47
1648,44
1649,10
1650,44
1651,75
1652,49
1653,25
1654,73
1655,31
1656,37
1657,58
1658,39
1659,69
1660,80
1661,28
1662,44
1663,31
1664,42
1665,80
1666,40
1667,28
1668,43
1669,68
1670,38
1671,33
1672,35
1673,24
1674,16
1675,23
1676,50
1677,30
1678,27
1679,80
1680,30
1681,80
1682,64
1683,34
1684,60
1685,65
1686,72
1687,33
1688,19
1689,10
1690,29
1691,44
1692,52
1693,80
1694,39
1695,55
1696,27
1697,52
1698,45
1699,74
1700,40
1701,46
1702,42
1703,38
1704,46
1705,38
1706,51
1707,52
1708,40
1709,47
1710,62
1711,13
1712,80
1713,45
1714,38
1715,54
1716,34
1717,21
1718,80
1719,24
1720,5
1721,51
1722,22
1723,47
1724,20
1725,20
1726,36
1727,46
1728,42
1729,52
1730,45
1731,80
1732,43
1733,32
1734,60
1735,35
1736,57
1737,51
1738,48
1739,40
1740,38
1741,26
1742,48
1743,50
1744,17
1745,80
1746,50
1747,67
1748,45
1749,51
1750,16
1751,29
1752,21
1753,55
1754,65
1755,80
1756,51
1757,10
1758,72
1759,29
1760,53
1761,50
1762,80
1763,50
1764,44
1765,23
1766,45
1767,30
1768,53
1769,35
1770,55
1771,45
1772,75
1773,63
1774,73
1775,48
1776,26
1777,43
1778,54
1779,76
1780,63
1781,27
1782,63
1783,79
1784,29
1785,46
1786,31
1787,43
1788,21
1789,70
1790,42
1791,67
1792,24
1793,29
1794,55
1795,25
1796,64
1797,35
1798,46
1799,23
1800,45
1801,46
1802,48
1803,10
1804,44
1805,32
1806,66
1807,29
1808,74
1809,21
1810,45
1811,65
1812,62
1813,24
1814,24
1815,69
1816,44
1817,64
1818,45
1819,38
1820,55
1821,40
1822,63
1823,32
1824,20
1825,22
1826,50
1827,31
1828,76
1829,63
1830,3
1831,45
1832,47
1833,39
1834,23
1835,41
1836,38
1837,21
1838,45
1839,35
1840,35
1841,53
1842,80
1843,54
1844,52
1845,22
1846,50
1847,33
1848,24
1849,33
1850,25
1851,73
1852,80
1853,57
1854,75
1855,35
1856,66
1857,65
1858,59
1859,43
1860,18
1861,68
1862,41
1863,47
1864,42
1865,51
1866,34
1867,51
1868,51
1869,71
1870,40
1871,68
1872,23
1873,20
1874,31
1875,58
1876,73
1877,54
1878,57
1879,75
1880,46
1881,25
1882,47
1883,31
1884,30
1885,41
1886,71
1887,71
1888,46
1889,66
1890,49
1891,52
1892,42
1893,44
1894,20
1895,22
1896,48
1897,34
1898,42
1899,52
1900,38
1901,43
1902,44
1903,48
1904,22
1905,44
1906,21
1907,69
1908,42
1909,26
1910,35
1911,17
1912,24
1913,76
1914,68
1915,79
1916,71
1917,2
1918,48
1919,72
1920,6
1921,45
1922,50
1923,21
1924,45
1925,48
1926,28
1927,38
1928,22
1929,26
1930,80
1931,10
1932,43
1933,58
1934,28
1935,46
1936,51
1937,22
1938,43
1939,72
1940,66
1941,42
1942,63
1943,50
1944,54
1945,18
1946,21
1947,57
1948,44
1949,51
1950,22
1951,43
1952,61
1953,55
1954,80
1955,46
1956,56
1957,45
1958,35
1959,35
1960,43
1961,77
1962,20
1963,30
1964,24
1965,42
1966,42
1967,80
1968,35
1969,42
1970,40
1971,54
1972,65
1973,50
1974,42
1975,15
1976,72
1977,17
1978,70
1979,35
1980,19
1981,63
1982,72
1983,32
1984,13
1985,72
1986,80
1987,21
1988,43
1989,25
1990,41
1991,44
1992,34
1993,51
1994,23
1995,79
1996,56
1997,35
1998,52
1999,70
2000,16
2001,65
2002,48
2003,15
2004,75
2005,37
2006,17
2007,61
2008,39
2009,28
2010,38
2011,58
2012,46
2013,23
2014,51
2015,52
2016,57
2017,60
2018,79
2019,78
2020,42
2021,70
2022,62
2023,56
2024,75
2025,25
2026,54
2027,42
2028,17
2029,27
2030,51
2031,80
2032,31
2033,40
2034,42
2035,80
2036,40
2037,54
2038,37
2039,41
2040,22
2041,54
2042,45
2043,73
2044,67
2045,39
2046,63
2047,39
2048,49
2049,70
2050,47
2051,9
2052,10
2053,80
2054,19
2055,67
2056,22
2057,63
2058,49
2059,33
2060,56
2061,30
2062,76
2063,34
2064,41
2065,23
2066,41
2067,60
2068,41
2069,70
2070,80
2071,38
2072,70
2073,34
2074,53
2075,52
2076,20
2077,72
2078,49
2079,65
2080,52
2081,24
2082,25
2083,53
2084,38
2085,80
2086,25
2087,55
2088,63
2089,27
2090,80
2091,23
2092,50
2093,77
2094,26
2095,52
2096,47
2097,22
2098,35
2099,42
2100,51
2101,71
2102,80
2103,44
2104,32
2105,50
2106,33
2107,55
2108,23
2109,18
2110,53
2111,55
2112,20
2113,22
2114,21
2115,55
2116,27
2117,58
2118,41
2119,70
2120,18
2121,53
2122,32
2123,47
2124,59
2125,38
2126,53
2127,39
2128,45
2129,27
2130,23
2131,18
2132,69
2133,70
2134,50
2135,25
2136,38
2137,47
2138,67
2139,67
2140,69
2141,32
2142,72
2143,54
2144,14
2145,64
2146,70
2147,46
2148,26
2149,78
2150,51
2151,22
2152,26
2153,50
2154,51
2155,56
2156,44
2157,42
2158,19
2159,69
2160,57
2161,54
2162,25
2163,22
2164,79
2165,51
2166,39
2167,55
2168,26
2169,42
2170,26
2171,17
2172,37
2173,17
2174,24
2175,67
2176,35
2177,49
2178,51
2179,71
2180,52
2181,26
2182,31
2183,53
2184,38
2185,10
2186,80
2187,48
2188,20
2189,78
2190,27
2191,72
2192,55
2193,25
2194,52
2195,66
2196,44
2197,48
2198,37
2199,50
2200,19
2201,24
2202,24
2203,27
2204,61
2205,44
2206,27
2207,47
2208,46
2209,14
2210,36
2211,39
2212,61
2213,24
2214,12
2215,23
2216,42
2217,34
2218,30
2219,36
2220,20
2221,16
2222,20
2223,43
2224,24
2225,29
2226,53
2227,45
2228,24
2229,80
2230,76
2231,64
2232,58
2233,31
2234,55
2235,19
2236,56
2237,43
2238,75
2239,62
2240,38
2241,35
2242,23
2243,33
2244,80
2245,18
2246,47
2247,37
2248,44
2249,48
2250,80
2251,80
2252,49
2253,23
2254,39
2255,46
2256,75
2257,18
2258,39
2259,62
2260,26
2261,52
2262,63
2263,20
2264,55
2265,30
2266,23
2267,41
2268,27
2269,80
2270,46
2271,79
2272,53
2273,47
2274,64
2275,30
2276,80
2277,68
2278,42
2279,80
2280,33
2281,36
2282,55
2283,65
2284,41
2285,28
2286,25
2287,63
2288,39
2289,47
2290,42
2291,54
2292,23
2293,72
2294,16
2295,64
2296,32
2297,44
2298,29
2299,67
2300,8
2301,24
2302,26
2303,49
2304,42
2305,29
2306,38
2307,23
2308,55
2309,80
2310,32
2311,28
2312,25
2313,47
2314,28
2315,80
2316,25
2317,69
2318,41
2319,59
2320,46
2321,28
2322,24
2323,76
2324,28
2325,47
2326,80
2327,34
2328,63
2329,31
2330,78
2331,36
2332,36
2333,46
2334,49
2335,22
2336,38
2337,41
2338,25
2339,25
2340,77
2341,55
2342,75
2343,12
2344,52
2345,39
2346,51
2347,36
2348,77
2349,33
2350,29
2351,4
2352,22
2353,24
2354,80
2355,61
2356,22
2357,10
2358,29
2359,18
2360,21
2361,40
2362,46
2363,23
2364,68
2365,37
2366,38
2367,36
2368,22
2369,65
2370,48
2371,50
2372,58
2373,27
2374,21
2375,18
2376,32
2377,25
2378,49
2379,24
2380,50
2381,31
2382,43
2383,60
2384,22
2385,50
2386,16
2387,28
2388,80
2389,20
2390,61
2391,25
2392,51
2393,62
2394,23
2395,9
2396,24
2397,77
2398,25
2399,10
2400,38
2401,75
2402,20
2403,80
2404,54
2405,41
2406,22
2407,53
2408,16
2409,46
2410,20
2411,76
2412,35
2413,35
2414,22
2415,38
2416,40
2417,68
2418,32
2419,49
2420,46
2421,28
2422,40
2423,39
2424,45
2425,64
2426,37
2427,47
2428,53
2429,78
2430,57
2431,80
2432,23
2433,31
2434,50
2435,28
2436,44
2437,52
2438,26
2439,69
2440,36
2441,41
2442,45
2443,20
2444,35
2445,33
2446,16
2447,27
2448,23
2449,36
2450,23
2451,29
2452,71
2453,46
2454,48
2455,80
2456,80
2457,40
2458,43
2459,48
2460,45
2461,28
2462,35
2463,54
2464,80
2465,57
2466,26
2467,16
2468,39
2469,14
2470,57
2471,80
2472,50
2473,70
2474,51
2475,51
2476,69
2477,42
2478,42
2479,44
2480,23
2481,51
2482,48
2483,20
2484,31
2485,75
2486,29
2487,37
2488,38
2489,38
2490,56
2491,32
2492,46
2493,43
2494,23
2495,20
2496,22
2497,5
2498,69
2499,80
2500,72
2501,51
2502,22
2503,30
2504,77
2505,39
2506,71
2507,72
2508,43
2509,34
2510,80
2511,48
2512,23
2513,72
2514,76
2515,34
2516,48
2517,43
2518,61
2519,79
2520,60
2521,52
2522,76
2523,10
2524,68
2525,43
2526,75
2527,41
2528,62
2529,69
2530,45
2531,33
2532,49
2533,28
2534,25
2535,68
2536,41
2537,75
2538,59
2539,71
2540,32
2541,42
2542,26
2543,19
2544,49
2545,23
2546,64
2547,44
2548,60
2549,69
2550,47
2551,69
2552,16
2553,42
2554,37
2555,50
2556,21
2557,25
2558,65
2559,68
2560,71
2561,48
2562,76
2563,34
2564,35
2565,69
2566,42
2567,0
2568,18
2569,29
2570,42
2571,37
2572,52
2573,45
2574,56
2575,13
2576,47
2577,72
2578,56
2579,50
2580,39
2581,39
2582,45
2583,23
2584,29
2585,22
2586,22
2587,29
2588,45
2589,24
2590,49
2591,34
2592,48
2593,79
2594,33
2595,51
2596,46
2597,18
2598,50
2599,63
2600,43
2601,32
2602,44
2603,49
2604,46
2605,21
2606,44
2607,72
2608,80
2609,75
2610,49
2611,37
2612,44
2613,41
2614,53
2615,74
2616,50
2617,46
2618,20
2619,33
2620,48
2621,31
2622,49
2623,74
2624,47
2625,16
2626,43
2627,24
2628,71
2629,66
2630,33
2631,26
2632,10
2633,49
2634,64
2635,2
2636,71
2637,0
2638,41
2639,63
2640,55
2641,15
2642,57
2643,51
2644,73
2645,71
2646,22
2647,23
2648,77
2649,27
2650,42
2651,70
2652,43
2653,29
2654,38
2655,72
2656,29
2657,32
2658,28
2659,52
2660,80
2661,64
2662,17
2663,49
2664,19
2665,40
2666,38
2667,27
2668,25
2669,47
2670,73
2671,62
2672,52
2673,48
2674,44
2675,17
2676,67
2677,70
2678,31
2679,34
2680,55
2681,49
2682,44
2683,25
2684,61
2685,56
2686,51
2687,42
2688,44
2689,67
2690,19
2691,42
2692,59
2693,23
2694,35
2695,68
2696,23
2697,26
2698,25
2699,54
2700,45
2701,61
2702,49
2703,46
2704,25
2705,68
2706,46
2707,74
2708,37
2709,49
2710,73
2711,42
2712,71
2713,17
2714,30
2715,61
2716,17
2717,55
2718,23
2719,37
2720,37
2721,41
2722,67
2723,27
2724,37
2725,31
2726,13
2727,39
2728,19
2729,74
2730,56
2731,25
2732,71
2733,10
2734,72
2735,46
2736,76
2737,39
2738,53
2739,24
2740,44
2741,44
2742,36
2743,80
2744,25
2745,70
2746,33
2747,45
2748,22
2749,63
2750,72
2751,80
2752,45
2753,21
2754,41
2755,30
2756,40
2757,70
2758,45
2759,66
2760,57
2761,71
2762,80
2763,43
2764,79
2765,39
2766,71
2767,28
2768,23
2769,45
2770,78
2771,49
2772,48
2773,80
2774,31
2775,47
2776,68
2777,47
2778,36
2779,29
2780,54
2781,28
2782,11
2783,21
2784,27
2785,52
2786,34
2787,22
2788,65
2789,31
2790,65
2791,53
2792,37
2793,76
2794,34
2795,27
2796,55
2797,42
2798,61
2799,60
2800,21
2801,49
2802,23
2803,10
2804,80
2805,39
2806,26
2807,53
2808,26
2809,22
2810,54
2811,51
2812,40
2813,23
2814,49
2815,18
2816,52
2817,32
2818,70
2819,76
2820,35
2821,53
2822,35
2823,31
2824,47
2825,54
2826,39
2827,45
2828,33
2829,27
2830,40
2831,77
2832,49
2833,26
2834,80
2835,33
2836,47
2837,19
2838,44
2839,43
2840,55
2841,34
2842,41
2843,80
2844,49
2845,55
2846,77
2847,19
2848,53
2849,46
2850,46
2851,20
2852,52
2853,43
2854,70
2855,45
2856,80
2857,42
2858,47
2859,51
2860,47
2861,80
2862,23
2863,46
2864,11
2865,21
2866,49
2867,58
2868,12
2869,28
2870,39
2871,76
2872,55
2873,38
2874,73
2875,54
2876,29
2877,26
2878,54
2879,49
2880,54
2881,41
2882,13
2883,61
2884,46
2885,23
2886,40
2887,52
2888,70
2889,22
2890,57
2891,60
2892,25
2893,40
2894,64
2895,80
2896,80
2897,49
2898,52
2899,23
2900,44
2901,69
2902,29
2903,74
2904,72
2905,79
2906,51
2907,72
2908,54
2909,40
2910,48
2911,51
2912,80
2913,29
2914,63
2915,46
2916,51
2917,39
2918,32
2919,67
2920,69
2921,46
2922,65
2923,16
2924,42
2925,63
2926,66
2927,37
2928,80
2929,73
2930,30
2931,25
2932,38
2933,48
2934,51
2935,49
2936,49
2937,31
2938,70
2939,79
2940,70
2941,27
2942,31
2943,33
2944,33
2945,46
2946,23
2947,20
2948,18
2949,80
2950,26
2951,28
2952,46
2953,73
2954,52
2955,10
2956,64
2957,76
2958,80
2959,42
2960,32
2961,42
2962,29
2963,43
2964,60
2965,75
2966,28
2967,36
2968,80
2969,23
2970,25
2971,80
2972,37
2973,54
2974,46
2975,80
2976,77
2977,28
2978,70
2979,47
2980,28
2981,42
2982,46
2983,26
2984,68
2985,64
2986,38
2987,24
2988,40
2989,46
2990,54
2991,72
2992,62
2993,25
2994,69
2995,26
2996,77
2997,79
