,Random,Random,Random,Random,Random,Random,Defeat,Defeat,Defeat,Defeat,Defeat,Defeat,Minscore,Minscore,Minscore,Minscore,Minscore,Minscore,Mindist,Mindist,Mindist,Mindist,Mindist,Mindist,Mindistscore,Mindistscore,Mindistscore,Mindistscore,Mindistscore,Mindistscore,MindistOpp,MindistOpp,MindistOpp,MindistOpp,MindistOpp,MindistOpp
43,-35,24,-40,-41,-17,-32,-37,0,-60,-60,-60,-60,60,47,-16,23,-20,2,29,60,-24,-60,-24,29,17,60,7,20,-3,22,39,60,7,-39,-37,-10
44,-46,18,-38,-51,-60,-32,0,0,-60,-60,-17,-60,33,60,-22,-8,-3,-7,45,60,-36,12,-36,49,17,60,-23,-11,8,-32,56,60,-18,23,30,-37
45,-15,0,-53,-48,-60,-43,-22,0,-60,-60,-56,-60,54,60,2,49,-3,31,48,47,-57,-5,30,-60,18,60,-2,60,-60,-14,26,60,11,23,-6,-32
46,11,10,-52,-60,-41,-39,0,0,-60,-60,-60,-60,52,60,-2,44,-60,9,60,60,-45,21,45,13,46,60,23,22,-19,8,39,60,23,-60,-60,-6
47,4,26,-60,-60,-46,-22,-34,0,-60,-60,-60,-60,23,60,-56,-60,11,-60,47,60,-60,60,-60,16,48,60,-60,-34,-2,-60,8,59,-60,-19,-19,-60
48,-23,32,-44,-19,-22,-45,-15,12,-60,-60,-60,-60,60,60,-2,-2,-5,-2,30,60,8,43,12,-19,47,60,-21,53,-37,-19,59,60,-21,-5,-2,-19
49,-5,32,-60,-33,-55,-44,-19,0,-60,-60,-60,-53,60,60,-2,-2,-31,-5,60,60,-5,-23,-5,60,60,60,-14,38,18,16,60,60,3,-39,-39,16
50,-13,0,-60,-57,-45,-53,-23,0,-60,-60,-60,-60,60,60,-31,-31,3,-31,60,60,3,24,-19,39,19,60,-38,-22,26,-37,42,60,-38,60,27,-39
51,32,38,-21,-25,-35,-55,-6,0,-60,-60,-60,-60,30,54,23,23,35,23,38,60,-25,39,60,-23,60,60,3,-17,41,7,60,60,-3,53,35,28
52,0,25,-23,-29,-26,-60,-27,0,0,-60,-60,-60,44,60,42,53,17,48,44,60,35,26,38,24,28,60,30,-2,24,37,36,60,30,-25,-29,50
53,2,14,-60,-37,-60,-40,-12,0,-60,-60,-60,-60,40,60,2,18,17,48,60,54,4,-16,-23,16,50,60,15,40,19,34,60,24,4,24,24,-29
54,-15,60,-32,-49,-51,-55,-20,0,-60,-60,-60,-60,42,60,14,14,39,17,49,60,24,10,24,56,57,60,24,2,58,24,60,60,24,39,16,24
55,-14,32,-38,-60,-48,-50,-36,0,-60,-60,-60,-60,29,60,39,39,58,49,60,60,39,-8,16,-16,52,53,39,19,-23,19,25,60,39,56,58,16
56,-3,11,-39,-57,-60,14,-35,0,-60,-60,-60,-60,60,60,3,26,18,56,60,60,2,-18,58,48,57,60,-36,32,23,56,45,60,-36,-24,-45,56
57,16,38,-59,-60,-54,-51,-25,0,-60,-60,-60,-60,60,45,16,6,31,-18,60,60,-39,60,-16,-29,52,60,2,41,-37,-3,27,60,2,43,31,-45
58,43,0,-52,-46,-56,-46,-51,0,-60,-60,-60,-60,53,60,-2,43,-18,39,60,60,9,24,-17,-49,47,39,-4,-11,-44,33,60,60,40,-45,-37,42
59,8,25,-44,-48,-26,-57,-21,0,-60,-60,-60,-60,60,60,-2,-2,-18,-18,60,45,-8,-7,-29,60,53,40,2,23,43,-37,38,60,-45,-22,-45,-37
60,-1,28,-22,-60,-60,-56,0,0,-60,-60,-60,-60,44,60,11,-20,59,-18,21,60,11,60,-49,28,60,60,-4,-11,-8,-44,60,60,-8,60,43,-45
61,28,0,-20,-60,-60,-41,-60,0,-60,-60,-60,-44,29,60,54,55,-14,59,60,60,43,26,60,-25,44,60,45,10,12,60,40,60,45,24,27,60
62,23,0,-20,-21,-50,-44,-35,0,-60,-60,-60,-60,53,60,-7,-14,-2,-14,57,60,25,56,27,60,57,59,24,7,60,-8,19,60,24,-2,3,28
63,25,27,-60,-45,-58,-48,-24,0,-60,-60,-60,-60,60,60,-17,13,60,-3,22,60,8,22,-25,-13,40,60,2,-18,5,12,55,60,7,60,60,10
64,5,28,-60,-27,-24,-54,-13,0,-60,-60,-60,-60,60,60,60,60,-4,60,49,60,60,-20,60,59,31,38,60,32,59,60,20,60,60,3,5,60
65,-27,35,-46,-60,-59,-60,-14,0,-60,-60,-60,-60,60,60,-3,-3,41,-4,60,60,-24,-44,27,-60,60,60,-3,36,-28,-3,58,60,3,56,59,-13
66,-14,17,-60,-59,-36,-45,-26,0,-60,-60,-60,-60,42,60,60,56,10,29,37,51,60,-12,59,-20,19,60,60,-14,-44,59,60,60,60,-7,34,59
67,-2,8,-26,-60,-51,-55,-18,0,-60,-34,-60,-60,47,60,-35,-5,-9,10,60,60,-21,-58,-60,-44,39,60,-28,-25,-35,-28,29,60,17,-44,-44,34
68,-2,0,-49,-46,-60,-42,0,0,-60,-60,-60,-60,48,60,-9,-16,-14,-9,46,55,-20,33,-20,-12,52,60,-44,-53,-20,-44,35,60,-44,-9,-9,-44
69,10,11,-40,-60,-21,-46,-12,0,-60,-16,-60,-60,48,60,4,-12,3,-14,60,60,3,-15,-44,-58,19,60,4,-4,-60,-35,33,60,4,-19,25,-9
70,0,39,-46,-12,-41,-60,-16,0,-60,-56,-60,-60,60,46,6,-7,-21,3,39,60,-12,-17,-12,33,43,60,-20,7,33,-20,23,60,5,-59,-50,25
71,-12,16,-40,-28,-42,-31,-32,0,-60,-60,-60,-60,60,60,-37,-44,33,-44,38,39,-58,-8,-58,-15,31,60,-59,26,35,-59,48,33,-54,33,33,-58
72,10,0,-53,-32,-22,-48,-39,0,-60,-60,-60,-49,60,60,33,33,-13,33,25,46,33,39,33,-17,45,60,33,39,-23,33,45,60,33,-6,-23,33
73,-30,60,-17,-60,-60,-26,-11,0,-60,-60,-60,-60,19,60,24,24,-31,-13,50,60,12,-2,-15,-8,60,60,12,17,4,-4,43,60,12,-16,-16,-23
74,35,24,-57,-10,-51,-32,0,0,-60,-60,-60,-60,46,60,-16,-16,-3,-31,51,60,-17,18,-17,39,60,57,-23,25,39,-23,60,60,-21,-22,-22,-16
75,-31,30,-40,-45,-52,-55,-24,-1,-60,-60,-60,-60,60,38,5,-3,21,-3,26,60,-8,22,-8,17,45,60,6,8,17,-3,49,39,-23,39,39,-22
76,30,40,-53,-60,-60,-60,-11,0,-60,-60,-60,-17,46,60,31,14,17,21,50,60,39,10,39,-6,33,60,39,10,20,39,44,40,39,17,17,39
77,10,0,-29,-34,-60,-11,0,0,-23,-60,-60,-56,38,60,-2,-2,26,17,49,42,-2,47,17,11,43,60,19,47,11,17,38,60,19,18,18,17
78,12,0,-40,-26,-56,-34,-60,0,-60,-60,-60,-60,49,60,-8,18,11,45,24,60,-17,14,-6,2,42,60,-10,37,2,20,52,60,24,-15,11,-6
79,10,30,-60,-48,-60,-58,-39,0,-60,-60,-60,-60,60,60,10,22,-3,11,55,60,8,42,11,47,28,60,10,52,44,11,58,59,10,10,2,11
80,-34,11,-60,-60,39,-60,-60,0,-60,-60,-60,-60,60,60,-3,10,44,-3,51,60,2,-34,2,22,60,60,2,-10,45,2,31,60,2,47,44,2
81,9,7,-60,-42,-38,-59,-1,0,-60,-60,-60,-60,54,60,38,47,45,47,21,60,38,10,44,50,44,60,38,60,58,47,15,38,37,37,45,47
82,-60,0,-27,-27,-10,-31,0,0,-60,-60,-60,-60,40,60,37,37,48,45,60,60,14,12,22,-34,60,60,37,-25,-37,45,60,60,37,52,58,45
83,-25,34,-58,-50,-41,-37,0,0,-60,-60,-60,-60,51,60,40,42,-24,50,38,60,40,60,48,-2,22,60,50,60,43,58,12,60,50,-10,-59,58
84,-14,3,-60,-60,-39,-29,0,0,-60,-60,-60,-60,60,60,-33,-33,-11,-33,42,60,-34,-13,-24,-13,45,60,-23,24,12,-37,37,60,-23,60,43,-59
85,26,20,-60,-60,-45,-50,-36,0,-60,-60,-60,-60,60,60,2,33,-12,-2,26,60,-2,-43,-24,60,60,60,-21,-22,60,28,26,60,5,22,22,28
86,2,16,-52,-53,-46,-49,-60,0,-60,-60,-60,-60,33,59,-2,-2,60,-12,35,60,-14,46,6,55,60,60,-25,13,-2,-25,23,60,-34,60,60,26
87,0,25,-37,-50,-21,-32,60,0,-60,-60,-60,-60,60,60,60,60,-4,60,58,60,60,15,60,-43,60,60,60,-28,-22,60,47,60,60,24,38,60
88,9,7,-59,-46,-47,-45,-26,0,-60,-60,-60,-60,29,60,23,-20,-35,-4,39,30,2,-21,48,51,37,60,-7,-4,-11,-2,51,60,-10,-22,-22,48
89,-25,0,-20,-19,-60,-36,-40,0,-60,-60,-60,-60,35,60,-32,-35,43,-35,60,60,-43,-23,-43,31,42,60,-22,-35,-28,-22,60,60,-22,46,-11,-22
90,7,30,-60,-25,-52,-42,-4,0,-60,-60,-60,-60,25,60,37,46,29,51,60,60,37,6,43,-21,60,60,41,10,-4,11,46,60,41,23,33,11
91,-38,0,-41,-42,-60,-24,-17,0,-60,-60,-60,-60,60,60,31,-20,8,29,58,60,41,-27,31,-23,60,60,41,23,-35,-28,28,57,41,-13,-13,29
92,-50,33,-45,-37,-60,-60,0,0,-60,-60,-60,-60,57,60,-2,16,-36,6,60,60,2,-6,-21,-12,60,60,-5,32,-24,-4,60,60,-13,-35,-35,-13
93,0,47,-19,-60,-50,-47,-19,0,-60,-60,-60,-60,55,60,-25,-25,24,-36,60,60,-23,-16,-23,-21,33,60,13,12,-19,-35,26,60,-25,10,-24,-35
94,-18,0,-60,-44,-60,-54,0,0,-60,-60,-60,-60,60,60,-5,10,-49,40,21,53,-12,-44,15,28,41,60,3,-46,28,-12,49,60,3,23,-29,-11
95,26,15,-60,-51,-25,-40,-43,0,-60,-60,-60,-60,60,60,2,-46,16,-51,37,60,5,16,-56,-16,39,60,-12,16,7,6,46,60,2,32,28,6
96,0,41,-57,-60,-33,-54,0,-14,-60,-60,-60,-60,60,60,17,32,-7,25,33,60,5,15,28,-41,52,60,19,-15,-43,28,55,60,19,12,7,28
97,-39,23,-33,-45,-24,-60,-19,0,-60,-60,-60,-60,49,60,-14,-3,-21,-7,51,60,-16,-54,6,6,18,60,2,-30,-27,6,48,53,2,-46,-43,10
98,-14,39,-36,-21,-41,-60,0,0,-60,-60,-60,-60,60,60,-40,-40,-33,-18,60,60,-44,15,-41,9,60,60,-46,-18,-7,-43,60,60,-46,16,-32,-43
99,11,5,-40,-55,-60,-26,-36,0,-60,-60,-60,-60,47,60,-6,16,-2,-33,20,60,-27,15,-11,-60,60,60,-27,44,-60,-27,42,60,3,37,-8,-32
100,-12,24,-41,-36,-27,-60,-60,0,-60,-60,-19,-60,60,60,7,16,-57,-2,51,60,7,31,9,-28,44,60,-15,31,-27,41,51,60,-3,-26,-57,41
101,20,43,-55,-46,-60,-41,-7,0,-60,-60,-60,-60,44,60,-27,-54,-13,-57,42,60,-54,60,-60,14,60,60,-60,51,43,-60,39,60,-24,11,-42,-57
102,-24,8,-57,-60,-60,-55,-8,0,-60,-60,-60,-60,46,60,-17,-10,27,-13,48,60,-28,14,-28,36,48,60,-43,-60,21,-18,18,60,-27,44,43,-42
103,19,15,-20,-50,-50,-60,-43,0,-60,-60,-60,-60,27,60,5,23,32,28,60,60,5,34,14,60,38,60,5,-5,47,23,23,60,5,31,32,23
104,-13,0,-60,-54,-57,-60,-58,0,-60,-60,-60,-60,27,60,27,31,60,36,38,60,31,35,32,-60,60,39,13,16,-60,42,47,60,31,51,52,36
105,30,30,-36,-25,-16,-60,-4,0,-60,-60,-60,-60,37,60,60,60,-60,60,54,60,60,13,60,30,20,60,7,13,51,46,25,60,20,-60,-60,47
106,-10,0,-56,-46,-60,-53,-21,0,-60,-60,-60,-60,41,60,-21,14,3,-60,60,60,-60,-60,-60,-38,34,60,-60,16,23,-60,26,60,-48,-11,-11,-60
107,-10,0,-60,-7,-60,-60,-34,0,-60,-60,-60,-60,60,60,11,34,24,33,23,60,-14,3,30,15,24,60,-13,-5,29,-8,51,60,23,35,13,34
108,27,32,20,-38,-18,-50,-20,0,-60,-60,-60,-60,60,60,5,33,-6,8,25,60,7,60,13,-60,60,60,6,42,-12,-17,41,60,9,13,29,-24
109,6,0,-44,-44,-42,-43,-60,0,-60,-60,-60,-60,60,60,2,-6,-44,-6,60,60,-15,-12,5,28,60,60,-19,-11,-5,17,31,60,-19,-46,-17,17
110,-5,38,-35,-16,-30,-46,-13,0,-60,-60,-60,-60,60,60,-44,-11,-2,-44,56,60,-60,2,-60,42,60,60,-38,4,-10,-28,45,60,-39,12,11,-48
111,-33,0,-60,-32,-48,-58,-7,0,-60,-60,-54,-60,60,60,2,-2,42,5,44,60,3,-20,11,-12,51,60,33,47,2,-5,39,60,33,42,-10,18
112,-31,23,-51,-51,-60,-45,-29,0,-60,-60,-60,-60,60,60,49,60,-4,42,60,60,49,-19,42,11,60,60,28,-10,11,-10,18,60,28,-15,-11,-10
113,-3,0,-6,-60,-60,-60,-17,0,-60,-60,-60,-60,51,60,-2,-10,10,-2,60,60,-12,-31,-12,-16,60,60,34,-20,13,-11,60,60,34,4,11,-15
114,-18,40,-4,-51,-42,-25,-2,0,-60,-60,-60,-60,47,60,2,2,29,10,-32,60,2,5,11,-19,60,16,3,28,22,11,51,60,3,10,7,11
115,1,15,-60,-60,-21,-29,-24,0,-57,-60,-60,-60,51,41,-10,10,-2,29,55,60,-20,-19,-16,-31,52,40,7,-11,-20,26,10,60,10,-10,22,26
116,24,42,-44,-47,-46,-60,-4,0,-60,-60,-35,-60,51,60,13,22,-50,-2,60,60,5,-11,12,25,48,60,10,-42,6,-10,35,60,10,-28,-28,-10
117,0,17,-60,-60,-45,-60,-40,0,-60,-60,-60,-60,50,50,-54,-49,-9,-49,60,42,-31,20,-31,-19,23,60,2,-6,-8,-20,45,60,-20,19,16,-28
118,26,38,-60,-48,-57,-60,-18,0,-60,-60,-60,-60,60,60,39,-8,-32,-9,60,60,-18,20,29,-11,60,60,4,20,-42,6,47,60,39,25,-55,18
119,24,13,-16,-17,-29,-60,-20,0,-60,-60,-60,-60,11,60,3,-26,8,-32,48,60,-60,-8,-19,30,60,55,-28,8,29,-8,45,60,-27,-42,-42,-55
120,9,50,-35,-60,-21,-60,-60,0,-60,-60,-60,-60,2,60,8,-11,-11,-11,56,60,8,24,8,14,51,60,-42,-2,12,-42,39,60,-42,-6,29,-42
121,4,0,-60,-44,-24,-60,-40,0,-60,-60,-60,-60,60,60,2,30,11,-13,52,60,20,9,30,13,30,60,36,13,6,29,52,39,36,20,12,29
122,8,11,-48,-29,-60,-32,-18,0,-60,-60,-60,-60,60,60,15,20,13,17,16,60,12,-22,12,-21,48,60,15,-3,8,14,60,60,15,-10,6,14
123,-19,4,-41,-52,-50,22,0,0,-60,-60,-60,-60,29,60,8,8,10,13,37,60,-8,60,13,12,46,60,8,60,-20,6,53,60,-10,24,22,6
124,17,18,-23,-29,-47,-60,-28,0,-60,-60,-47,-60,34,60,23,10,-36,10,60,60,29,-22,22,-22,50,60,-2,-26,-3,-2,46,60,29,13,27,-16
125,-25,38,-37,-60,-29,-32,-11,0,-60,-19,-46,-60,60,30,-12,-41,-37,-41,60,60,12,55,7,60,26,60,8,55,60,-20,20,60,9,11,12,27
126,30,21,-27,-60,-47,-60,-19,0,-60,-60,-60,-60,34,35,-40,-30,60,-37,60,60,-22,-29,-22,-22,60,60,-17,-27,-26,-3,60,60,-45,60,60,12
127,11,31,-15,-47,-60,-60,-37,0,-60,-60,-59,-60,52,60,60,60,-11,60,60,30,60,18,60,48,46,60,60,42,36,60,43,60,60,-36,-26,60
128,29,37,-34,-21,-60,-44,0,0,-60,-60,-60,-60,53,60,3,-11,-2,28,24,36,7,10,-22,-29,60,60,8,-10,-27,-26,39,60,8,55,36,-26
129,-23,60,-37,-42,-30,-60,-27,0,-60,-60,-60,-60,45,60,-2,25,-17,25,20,60,19,-2,24,24,42,55,8,-9,45,24,14,60,33,-27,-27,24
130,-34,22,-55,-18,-55,-46,0,0,-60,-60,-60,-57,60,55,-17,-17,35,-17,60,60,4,-60,-29,8,60,54,-15,-41,-10,-27,22,60,-15,42,45,-27
131,3,0,-60,-60,-9,-60,-5,0,-60,-48,-60,-60,27,60,15,18,7,-4,26,60,14,-20,19,7,44,60,-5,-16,-10,48,60,16,-5,-10,-10,48
132,12,13,-57,-60,-57,-60,-21,0,-60,-60,-48,-19,10,60,7,10,-19,8,30,55,7,60,7,-40,28,60,-10,60,-41,-10,46,40,-10,-9,-9,-10
133,-24,8,-50,-50,-50,-19,-16,0,-60,-60,-60,-60,50,60,-13,-21,-2,-19,60,60,-2,-3,3,-20,28,60,-10,29,7,-10,47,60,4,15,-42,-9
134,53,14,-60,-48,-18,-21,-52,0,-60,-60,-60,-60,49,60,15,15,-18,21,44,60,-60,59,-40,40,41,60,-41,59,39,-41,8,60,-11,-15,7,-42
135,-34,17,-45,-58,-43,-57,0,0,-60,-60,-60,-60,60,60,-21,-12,26,-7,38,60,28,-6,7,-3,50,60,13,-4,36,-16,9,60,13,60,39,-15
136,37,51,-39,-38,-29,-60,-10,20,-60,-60,-60,-60,47,60,2,60,-3,-8,22,60,-19,-11,16,60,29,60,2,8,60,39,43,55,2,-6,-6,39
137,-4,0,-31,-60,-60,-60,-24,0,-60,-60,-60,-60,30,60,-3,-3,53,-3,28,60,-3,-39,-3,-6,60,60,17,-41,30,36,56,60,-6,59,60,-6
138,-25,23,-28,-49,-60,-43,-9,0,-60,-60,-60,-60,46,60,55,58,4,54,60,60,42,14,60,10,47,60,53,-10,15,60,60,60,53,-4,37,60
139,-41,22,-60,-46,-60,-31,-27,0,-60,-60,-60,-60,19,60,2,-4,-3,-2,25,60,25,-4,8,-39,21,60,26,-2,-41,-4,60,60,26,8,13,-4
140,13,53,-47,-60,-59,-60,-41,6,-60,-60,-60,-60,20,60,2,-2,-34,-2,-42,60,2,-19,15,-4,21,60,6,60,23,-9,18,60,9,-41,-41,10
141,-34,12,-54,-30,-47,-60,-40,0,-60,-60,-58,-60,60,60,-9,-29,-8,-34,9,60,-39,60,-39,-17,57,60,-22,-26,-31,-41,60,60,-28,-10,23,-41
142,-30,21,-47,-52,-48,-60,0,0,-48,-60,-60,-60,36,60,14,-8,-11,-8,22,55,14,-2,-4,-10,60,60,-10,-26,-21,23,60,60,-10,-10,-31,23
143,23,1,-28,-20,-49,56,-26,0,-60,-60,-60,-54,-5,60,-11,3,-8,-11,30,54,-29,55,-17,50,46,60,-19,55,-26,-31,26,60,-19,60,-27,-31
144,-13,0,-60,-40,-60,-60,-11,0,-60,-60,-60,-60,60,60,28,-8,-3,-8,24,60,26,24,-10,-18,60,60,32,24,-14,-21,60,60,16,28,16,-27
145,-12,37,-24,-18,-51,-60,-13,-2,-60,-60,-60,-60,56,60,13,18,-18,16,44,60,17,60,50,55,37,60,2,60,55,-26,53,60,2,-26,-14,26
146,-5,43,-60,-22,-46,-60,-38,0,-60,-60,-60,-60,31,60,-18,-18,52,-18,48,60,3,44,-18,23,60,60,-19,44,31,-21,13,55,-19,55,55,-21
