game_id,user_id_1,user_id_2,user_id_3,user_id_4,user_id_5,user_id_6,settlement_time,winner_id,s_date,pkr,game_count_1,game_count_2,game_count_3,game_count_4,game_count_5,game_count_6
605610305,23198613.0,35450507.0,5455686.0,61338040.0,64547801.0,64618840.0,2021-06-21T00:02:53.814+05:30,35450507,21-06-2021,2,1,1,1,1,1,1
605616062,22418089.0,3417851.0,40263651.0,55222541.0,64257737.0,6686687.0,2021-06-21T00:02:55.427+05:30,55222541,21-06-2021,2,1,1,1,1,1,1
605619325,24023709.0,19608221.0,22969034.0,16296868.0,4109674.0,64069982.0,2021-06-21T00:02:56.547+05:30,16296868,21-06-2021,1,1,1,1,1,1,1
605609980,17478666.0,36478148.0,38793971.0,54561150.0,76958300.0,8468923.0,2021-06-21T00:02:57.428+05:30,8468923,21-06-2021,2,1,1,1,1,1,1
605610815,13029831.0,22310464.0,23105815.0,31826558.0,39001215.0,41651003.0,2021-06-21T00:02:58.912+05:30,41651003,21-06-2021,2,1,1,1,1,1,1
605613857,32944875.0,33769151.0,39058774.0,76732331.0,76946735.0,9336205.0,2021-06-21T00:03:00.753+05:30,76946735,21-06-2021,2,1,1,1,1,1,1
605613929,38982775.0,43421400.0,5209113.0,73229844.0,77089721.0,7805990.0,2021-06-21T00:03:03.369+05:30,73229844,21-06-2021,2,1,1,1,1,1,2
605612513,62507235.0,39574830.0,77515817.0,64017399.0,33596902.0,36398799.0,2021-06-21T00:03:05.223+05:30,62507235,21-06-2021,3,1,1,1,1,1,1
605614766,33678906.0,34145309.0,37627426.0,61454628.0,67408843.0,76631361.0,2021-06-21T00:03:07.734+05:30,67408843,21-06-2021,2,1,1,1,1,1,1
605615912,20038748.0,33367149.0,37600106.0,6706537.0,7030977.0,9400708.0,2021-06-21T00:03:09.6+05:30,33367149,21-06-2021,2,1,1,1,1,1,1
605614746,11884652.0,12099529.0,15564101.0,20704785.0,6075021.0,61639586.0,2021-06-21T00:03:10.324+05:30,6075021,21-06-2021,2,1,1,1,1,1,1
605612396,14787205.0,19987235.0,22327082.0,3061565.0,37236276.0,62966410.0,2021-06-21T00:03:11.1+05:30,3061565,21-06-2021,2,1,1,1,1,1,1
605612129,28699970.0,32267952.0,32938945.0,5610871.0,24370853.0,66347258.0,2021-06-21T00:03:11.18+05:30,28699970,21-06-2021,3,1,1,1,1,1,1
605613178,26735498.0,285268.0,2860188.0,30708973.0,35416816.0,72044493.0,2021-06-21T00:03:13.25+05:30,35416816,21-06-2021,2,1,1,1,1,1,1
605613171,10349724.0,33419856.0,36093119.0,61580057.0,666292.0,9344732.0,2021-06-21T00:03:13.323+05:30,9344732,21-06-2021,2,1,1,1,1,1,1
605610275,37161423.0,40400854.0,42633439.0,5503047.0,70438223.0,8873622.0,2021-06-21T00:03:15.461+05:30,42633439,21-06-2021,2,1,1,1,1,1,1
605614154,15845316.0,21260286.0,33464407.0,38966211.0,40233695.0,6535359.0,2021-06-21T00:03:15.738+05:30,33464407,21-06-2021,2,1,1,1,1,1,1
605608216,10047666.0,17797519.0,2398635.0,32331701.0,5386009.0,70324829.0,2021-06-21T00:03:16.287+05:30,10047666,21-06-2021,2,2,1,1,1,1,1
605611570,18915510.0,1975040.0,35308833.0,42443431.0,8287965.0,9403364.0,2021-06-21T00:03:16.709+05:30,9403364,21-06-2021,2,1,1,1,1,1,1
605617564,10652190.0,34396726.0,37250313.0,44985991.0,59329591.0,63205611.0,2021-06-21T00:03:16.882+05:30,34396726,21-06-2021,2,1,1,1,1,1,1
605605690,10230736.0,27603864.0,40265544.0,20783917.0,62135434.0,32133848.0,2021-06-21T00:03:18.025+05:30,40265544,21-06-2021,1,1,1,1,1,1,1
605613702,36139786.0,41573038.0,42244083.0,56716960.0,8605881.0,8918522.0,2021-06-21T00:03:18.653+05:30,8918522,21-06-2021,2,1,1,1,2,1,1
605615373,36080507.0,36796220.0,38230248.0,54217552.0,63778670.0,75811516.0,2021-06-21T00:03:20.799+05:30,75811516,21-06-2021,2,1,1,1,1,1,1
605610639,24948008.0,25020095.0,3628472.0,62465392.0,77785585.0,8110077.0,2021-06-21T00:03:23.168+05:30,77785585,21-06-2021,2,1,1,1,1,1,1
