init.score1,init.score2,Strategy 1,Strategy 2,P1 Score,P2 Score,Winner_ID
46,55,mcts-25,mcts-0,0,32,0
26,50,mcts-25,mcts-0,0,30,0
28,60,mcts-25,mcts-0,0,60,0
36,42,mcts-25,mcts-0,0,29,0
53,50,mcts-25,mcts-0,2,0,1
17,55,mcts-25,mcts-0,0,23,0
4,60,mcts-25,mcts-0,0,13,0
30,51,mcts-25,mcts-0,0,26,0
47,10,mcts-25,mcts-0,25,0,1
60,45,mcts-25,mcts-0,60,0,1
19,32,mcts-25,mcts-0,7,0,1
23,33,mcts-25,mcts-0,0,22,0
60,27,mcts-25,mcts-0,36,0,1
53,60,mcts-25,mcts-0,0,13,0
25,60,mcts-25,mcts-0,0,26,0
54,43,mcts-25,mcts-0,3,0,1
60,18,mcts-25,mcts-0,60,0,1
29,44,mcts-25,mcts-0,15,0,1
33,34,mcts-25,mcts-0,0,60,0
50,46,mcts-25,mcts-0,0,5,0
60,23,mcts-25,mcts-0,60,0,1
43,28,mcts-25,mcts-0,14,0,1
58,42,mcts-25,mcts-0,0,10,0
47,43,mcts-25,mcts-0,0,60,0
49,50,mcts-25,mcts-0,7,0,1
57,45,mcts-25,mcts-0,53,0,1
53,28,mcts-25,mcts-0,0,18,0
60,44,mcts-25,mcts-0,43,0,1
2,60,mcts-25,mcts-0,0,60,0
60,29,mcts-25,mcts-0,20,0,1
31,52,mcts-25,mcts-0,60,0,1
46,32,mcts-25,mcts-0,33,0,1
43,18,mcts-25,mcts-0,13,0,1
60,34,mcts-25,mcts-0,0,2,0
60,48,mcts-25,mcts-0,60,0,1
19,44,mcts-25,mcts-0,0,57,0
44,7,mcts-25,mcts-0,15,0,1
26,60,mcts-25,mcts-0,0,27,0
24,43,mcts-25,mcts-0,0,45,0
60,4,mcts-25,mcts-0,60,0,1
31,55,mcts-25,mcts-0,16,0,1
44,38,mcts-25,mcts-0,3,0,1
49,60,mcts-25,mcts-0,0,14,0
60,13,mcts-25,mcts-0,12,0,1
45,47,mcts-25,mcts-0,0,32,0
52,42,mcts-25,mcts-0,6,0,1
60,42,mcts-25,mcts-0,0,6,0
60,60,mcts-25,mcts-0,60,0,1
38,60,mcts-25,mcts-0,0,60,0
33,60,mcts-25,mcts-0,60,0,1
60,27,mcts-25,mcts-0,17,0,1
60,34,mcts-25,mcts-0,60,0,1
52,60,mcts-25,mcts-0,0,60,0
27,27,mcts-25,mcts-0,60,0,1
60,31,mcts-25,mcts-0,0,13,0
43,45,mcts-25,mcts-0,13,0,1
60,29,mcts-25,mcts-0,17,0,1
60,15,mcts-25,mcts-0,33,0,1
10,17,mcts-25,mcts-0,0,40,0
7,60,mcts-25,mcts-0,0,56,0
42,60,mcts-25,mcts-0,0,60,0
27,27,mcts-25,mcts-0,0,38,0
22,31,mcts-25,mcts-0,0,38,0
60,56,mcts-25,mcts-0,60,0,1
60,48,mcts-25,mcts-0,60,0,1
38,26,mcts-25,mcts-0,11,0,1
60,32,mcts-25,mcts-0,16,0,1
33,60,mcts-25,mcts-0,0,60,0
26,45,mcts-25,mcts-0,3,0,1
52,60,mcts-25,mcts-0,2,38,0
34,60,mcts-25,mcts-0,0,60,0
48,60,mcts-25,mcts-0,0,24,0
60,28,mcts-25,mcts-0,39,0,1
60,17,mcts-25,mcts-0,24,0,1
56,24,mcts-25,mcts-0,16,0,1
8,46,mcts-25,mcts-0,8,0,1
60,50,mcts-25,mcts-0,32,10,1
28,53,mcts-25,mcts-0,0,27,0
53,55,mcts-25,mcts-0,0,2,0
27,20,mcts-25,mcts-0,35,0,1
41,22,mcts-25,mcts-0,0,6,0
23,36,mcts-25,mcts-0,0,15,0
60,44,mcts-25,mcts-0,23,0,1
12,46,mcts-25,mcts-0,0,26,0
33,60,mcts-25,mcts-0,0,13,0
45,38,mcts-25,mcts-0,48,0,1
5,59,mcts-25,mcts-0,7,0,1
46,46,mcts-25,mcts-0,2,0,1
54,33,mcts-25,mcts-0,0,60,0
49,60,mcts-25,mcts-0,0,60,0
60,27,mcts-25,mcts-0,2,31,0
25,60,mcts-25,mcts-0,0,9,0
60,25,mcts-25,mcts-0,60,0,1
60,60,mcts-25,mcts-0,23,0,1
44,60,mcts-25,mcts-0,2,0,1
43,60,mcts-25,mcts-0,0,16,0
60,46,mcts-25,mcts-0,19,0,1
24,37,mcts-25,mcts-0,0,55,0
31,20,mcts-25,mcts-0,0,30,0
54,14,mcts-25,mcts-0,14,0,1
50,30,mcts-25,mcts-0,60,0,1
39,57,mcts-25,mcts-0,50,0,1
46,60,mcts-25,mcts-0,0,11,0
22,33,mcts-25,mcts-0,23,4,1
29,22,mcts-25,mcts-0,2,0,1
35,60,mcts-25,mcts-0,29,0,1
48,29,mcts-25,mcts-0,26,0,1
20,59,mcts-25,mcts-0,0,60,0
40,28,mcts-25,mcts-0,3,20,0
49,37,mcts-25,mcts-0,0,2,0
41,30,mcts-25,mcts-0,39,0,1
33,60,mcts-25,mcts-0,0,25,0
41,17,mcts-25,mcts-0,20,0,1
22,40,mcts-25,mcts-0,49,0,1
58,21,mcts-25,mcts-0,26,0,1
29,44,mcts-25,mcts-0,0,60,0
59,44,mcts-25,mcts-0,0,39,0
20,60,mcts-25,mcts-0,0,60,0
60,50,mcts-25,mcts-0,10,0,1
19,30,mcts-25,mcts-0,0,57,0
28,24,mcts-25,mcts-0,0,42,0
21,60,mcts-25,mcts-0,60,13,1
14,40,mcts-25,mcts-0,0,2,0
41,18,mcts-25,mcts-0,5,0,1
18,59,mcts-25,mcts-0,0,29,0
48,46,mcts-25,mcts-0,0,44,0
14,60,mcts-25,mcts-0,0,60,0
26,60,mcts-25,mcts-0,0,16,0
60,10,mcts-25,mcts-0,60,0,1
34,43,mcts-25,mcts-0,0,20,0
60,47,mcts-25,mcts-0,21,0,1
50,54,mcts-25,mcts-0,6,0,1
50,48,mcts-25,mcts-0,17,0,1
60,60,mcts-25,mcts-0,60,0,1
60,43,mcts-25,mcts-0,0,11,0
30,38,mcts-25,mcts-0,0,3,0
48,37,mcts-25,mcts-0,0,12,0
29,31,mcts-25,mcts-0,0,7,0
15,55,mcts-25,mcts-0,0,60,0
53,48,mcts-25,mcts-0,0,33,0
38,54,mcts-25,mcts-0,49,0,1
59,36,mcts-25,mcts-0,60,0,1
60,60,mcts-25,mcts-0,0,60,0
57,32,mcts-25,mcts-0,43,0,1
45,48,mcts-25,mcts-0,57,0,1
43,25,mcts-25,mcts-0,12,0,1
22,39,mcts-25,mcts-0,0,29,0
44,20,mcts-25,mcts-0,51,0,1
26,60,mcts-25,mcts-0,0,3,0
33,45,mcts-25,mcts-0,0,12,0
43,25,mcts-25,mcts-0,33,0,1
60,18,mcts-25,mcts-0,13,0,1
60,46,mcts-25,mcts-0,23,0,1
18,47,mcts-25,mcts-0,3,0,1
60,38,mcts-25,mcts-0,0,12,0
50,52,mcts-25,mcts-0,0,2,0
30,51,mcts-25,mcts-0,0,60,0
60,23,mcts-25,mcts-0,38,0,1
60,19,mcts-25,mcts-0,40,0,1
60,37,mcts-25,mcts-0,56,0,1
23,51,mcts-25,mcts-0,0,60,0
35,48,mcts-25,mcts-0,0,60,0
27,35,mcts-25,mcts-0,0,47,0
38,42,mcts-25,mcts-0,0,2,0
19,43,mcts-25,mcts-0,0,60,0
59,41,mcts-25,mcts-0,0,27,0
45,42,mcts-25,mcts-0,0,60,0
27,60,mcts-25,mcts-0,2,3,0
60,38,mcts-25,mcts-0,49,0,1
48,44,mcts-25,mcts-0,28,0,1
52,60,mcts-25,mcts-0,0,13,0
47,25,mcts-25,mcts-0,0,12,0
60,41,mcts-25,mcts-0,60,0,1
33,30,mcts-25,mcts-0,25,0,1
32,60,mcts-25,mcts-0,0,24,0
60,58,mcts-25,mcts-0,0,20,0
14,60,mcts-25,mcts-0,0,60,0
52,46,mcts-25,mcts-0,33,2,1
34,36,mcts-25,mcts-0,0,37,0
49,23,mcts-25,mcts-0,17,0,1
29,32,mcts-25,mcts-0,0,51,0
48,16,mcts-25,mcts-0,14,0,1
60,22,mcts-25,mcts-0,60,0,1
60,46,mcts-25,mcts-0,60,0,1
32,56,mcts-25,mcts-0,36,0,1
60,51,mcts-25,mcts-0,60,0,1
21,43,mcts-25,mcts-0,28,0,1
49,24,mcts-25,mcts-0,0,2,0
21,19,mcts-25,mcts-0,2,0,1
60,43,mcts-25,mcts-0,0,38,0
60,49,mcts-25,mcts-0,13,0,1
42,24,mcts-25,mcts-0,15,0,1
26,49,mcts-25,mcts-0,0,60,0
17,50,mcts-25,mcts-0,20,15,1
40,31,mcts-25,mcts-0,0,60,0
50,55,mcts-25,mcts-0,0,7,0
60,20,mcts-25,mcts-0,60,0,1
60,42,mcts-25,mcts-0,0,2,0
23,24,mcts-25,mcts-0,60,0,1
45,24,mcts-25,mcts-0,0,59,0
56,8,mcts-25,mcts-0,0,22,0
12,47,mcts-25,mcts-0,0,31,0
60,60,mcts-25,mcts-0,60,0,1
43,40,mcts-25,mcts-0,0,2,0
30,60,mcts-25,mcts-0,24,7,1
14,55,mcts-25,mcts-0,0,60,0
20,55,mcts-25,mcts-0,0,60,0
10,32,mcts-25,mcts-0,0,5,0
24,47,mcts-25,mcts-0,0,51,0
60,25,mcts-25,mcts-0,3,20,0
17,34,mcts-25,mcts-0,0,20,0
60,30,mcts-25,mcts-0,8,21,0
59,39,mcts-25,mcts-0,0,33,0
25,33,mcts-25,mcts-0,0,33,0
59,28,mcts-25,mcts-0,60,0,1
10,39,mcts-25,mcts-0,13,0,1
22,48,mcts-25,mcts-0,0,60,0
36,41,mcts-25,mcts-0,4,0,1
26,50,mcts-25,mcts-0,0,3,0
52,60,mcts-25,mcts-0,2,4,0
28,41,mcts-25,mcts-0,0,57,0
31,40,mcts-25,mcts-0,28,0,1
19,49,mcts-25,mcts-0,43,0,1
16,34,mcts-25,mcts-0,0,31,0
34,44,mcts-25,mcts-0,0,2,0
21,38,mcts-25,mcts-0,0,26,0
60,20,mcts-25,mcts-0,60,0,1
20,60,mcts-25,mcts-0,0,20,0
34,38,mcts-25,mcts-0,0,33,0
32,10,mcts-25,mcts-0,27,0,1
41,22,mcts-25,mcts-0,0,60,0
29,60,mcts-25,mcts-0,0,60,0
49,29,mcts-25,mcts-0,0,11,0
27,60,mcts-25,mcts-0,60,0,1
48,42,mcts-25,mcts-0,0,11,0
50,60,mcts-25,mcts-0,0,60,0
49,20,mcts-25,mcts-0,15,0,1
33,49,mcts-25,mcts-0,0,14,0
6,55,mcts-25,mcts-0,0,60,0
37,47,mcts-25,mcts-0,3,0,1
28,39,mcts-25,mcts-0,0,3,0
19,34,mcts-25,mcts-0,0,2,0
36,27,mcts-25,mcts-0,0,8,0
42,40,mcts-25,mcts-0,3,0,1
44,25,mcts-25,mcts-0,0,7,0
50,39,mcts-25,mcts-0,9,0,1
16,48,mcts-25,mcts-0,0,60,0
44,26,mcts-25,mcts-0,34,0,1
17,47,mcts-25,mcts-0,0,18,0
49,18,mcts-25,mcts-0,4,0,1
41,24,mcts-25,mcts-0,47,0,1
54,45,mcts-25,mcts-0,0,2,0
23,37,mcts-25,mcts-0,0,37,0
30,26,mcts-25,mcts-0,37,0,1
60,29,mcts-25,mcts-0,0,28,0
25,60,mcts-25,mcts-0,20,30,0
44,54,mcts-25,mcts-0,0,60,0
60,44,mcts-25,mcts-0,0,10,0
49,30,mcts-25,mcts-0,27,2,1
55,26,mcts-25,mcts-0,60,0,1
47,25,mcts-25,mcts-0,0,2,0
27,60,mcts-25,mcts-0,0,60,0
60,60,mcts-25,mcts-0,0,3,0
46,41,mcts-25,mcts-0,60,0,1
17,60,mcts-25,mcts-0,0,60,0
31,57,mcts-25,mcts-0,0,56,0
43,23,mcts-25,mcts-0,0,5,0
45,18,mcts-25,mcts-0,7,0,1
27,42,mcts-25,mcts-0,0,50,0
41,18,mcts-25,mcts-0,12,0,1
34,35,mcts-25,mcts-0,60,0,1
28,30,mcts-25,mcts-0,4,0,1
56,16,mcts-25,mcts-0,3,0,1
60,48,mcts-25,mcts-0,27,0,1
49,49,mcts-25,mcts-0,0,59,0
28,15,mcts-25,mcts-0,2,0,1
60,28,mcts-25,mcts-0,2,0,1
15,60,mcts-25,mcts-0,0,45,0
26,57,mcts-25,mcts-0,0,35,0
47,22,mcts-25,mcts-0,16,0,1
5,43,mcts-25,mcts-0,0,60,0
60,35,mcts-25,mcts-0,36,0,1
8,55,mcts-25,mcts-0,0,13,0
46,27,mcts-25,mcts-0,0,4,0
13,42,mcts-25,mcts-0,0,32,0
38,60,mcts-25,mcts-0,0,60,0
10,53,mcts-25,mcts-0,0,45,0
38,60,mcts-25,mcts-0,13,14,0
32,52,mcts-25,mcts-0,60,0,1
27,28,mcts-25,mcts-0,0,2,0
39,60,mcts-25,mcts-0,46,0,1
25,60,mcts-25,mcts-0,0,60,0
27,31,mcts-25,mcts-0,0,11,0
33,55,mcts-25,mcts-0,0,27,0
12,60,mcts-25,mcts-0,0,28,0
24,60,mcts-25,mcts-0,0,2,0
23,29,mcts-25,mcts-0,0,15,0
48,23,mcts-25,mcts-0,56,0,1
10,38,mcts-25,mcts-0,0,39,0
30,45,mcts-25,mcts-0,0,3,0
23,30,mcts-25,mcts-0,46,0,1
40,60,mcts-25,mcts-0,0,2,0
42,43,mcts-25,mcts-0,23,25,0
46,57,mcts-25,mcts-0,0,60,0
48,48,mcts-25,mcts-0,0,60,0
60,46,mcts-25,mcts-0,26,0,1
23,51,mcts-25,mcts-0,0,60,0
16,60,mcts-25,mcts-0,0,60,0
50,47,mcts-25,mcts-0,0,2,0
32,44,mcts-25,mcts-0,0,51,0
28,60,mcts-25,mcts-0,0,60,0
25,30,mcts-25,mcts-0,2,0,1
21,23,mcts-25,mcts-0,60,28,1
49,23,mcts-25,mcts-0,60,0,1
60,2,mcts-25,mcts-0,6,0,1
56,60,mcts-25,mcts-0,0,60,0
49,50,mcts-25,mcts-0,33,0,1
35,60,mcts-25,mcts-0,0,60,0
30,32,mcts-25,mcts-0,4,0,1
60,20,mcts-25,mcts-0,60,0,1
41,60,mcts-25,mcts-0,0,7,0
38,59,mcts-25,mcts-0,10,0,1
39,44,mcts-25,mcts-0,19,0,1
10,60,mcts-25,mcts-0,0,33,0
36,26,mcts-25,mcts-0,0,13,0
54,17,mcts-25,mcts-0,0,2,0
50,48,mcts-25,mcts-0,4,0,1
17,48,mcts-25,mcts-0,0,60,0
38,28,mcts-25,mcts-0,0,53,0
38,32,mcts-25,mcts-0,0,51,0
60,17,mcts-25,mcts-0,60,0,1
18,25,mcts-25,mcts-0,57,0,1
16,49,mcts-25,mcts-0,2,10,0
37,47,mcts-25,mcts-0,0,5,0
42,26,mcts-25,mcts-0,2,0,1
46,48,mcts-25,mcts-0,2,0,1
30,28,mcts-25,mcts-0,6,0,1
19,60,mcts-25,mcts-0,0,28,0
52,22,mcts-25,mcts-0,6,0,1
60,51,mcts-25,mcts-0,0,52,0
34,60,mcts-25,mcts-0,0,24,0
29,51,mcts-25,mcts-0,24,0,1
60,58,mcts-25,mcts-0,0,11,0
22,47,mcts-25,mcts-0,7,0,1
48,36,mcts-25,mcts-0,60,0,1
41,60,mcts-25,mcts-0,0,59,0
60,53,mcts-25,mcts-0,6,0,1
60,60,mcts-25,mcts-0,0,55,0
60,23,mcts-25,mcts-0,60,0,1
60,37,mcts-25,mcts-0,60,0,1
37,25,mcts-25,mcts-0,21,0,1
37,40,mcts-25,mcts-0,8,0,1
60,15,mcts-25,mcts-0,34,0,1
26,60,mcts-25,mcts-0,0,43,0
60,21,mcts-25,mcts-0,3,0,1
24,25,mcts-25,mcts-0,13,0,1
57,47,mcts-25,mcts-0,0,59,0
39,57,mcts-25,mcts-0,42,0,1
46,18,mcts-25,mcts-0,8,0,1
19,47,mcts-25,mcts-0,0,60,0
55,17,mcts-25,mcts-0,15,0,1
23,60,mcts-25,mcts-0,0,2,0
26,29,mcts-25,mcts-0,2,0,1
19,42,mcts-25,mcts-0,4,0,1
48,35,mcts-25,mcts-0,6,0,1
27,28,mcts-25,mcts-0,0,36,0
44,35,mcts-25,mcts-0,4,0,1
7,60,mcts-25,mcts-0,0,60,0
60,35,mcts-25,mcts-0,60,0,1
26,48,mcts-25,mcts-0,4,0,1
24,26,mcts-25,mcts-0,9,0,1
55,46,mcts-25,mcts-0,0,60,0
50,7,mcts-25,mcts-0,60,0,1
16,9,mcts-25,mcts-0,0,11,0
26,47,mcts-25,mcts-0,0,8,0
17,60,mcts-25,mcts-0,0,52,0
60,42,mcts-25,mcts-0,44,0,1
58,38,mcts-25,mcts-0,7,0,1
60,56,mcts-25,mcts-0,60,0,1
27,18,mcts-25,mcts-0,0,18,0
55,29,mcts-25,mcts-0,0,4,0
60,29,mcts-25,mcts-0,48,0,1
29,29,mcts-25,mcts-0,28,0,1
20,21,mcts-25,mcts-0,0,39,0
60,45,mcts-25,mcts-0,17,2,1
43,51,mcts-25,mcts-0,0,60,0
46,51,mcts-25,mcts-0,0,20,0
48,26,mcts-25,mcts-0,0,2,0
60,46,mcts-25,mcts-0,17,0,1
45,45,mcts-25,mcts-0,3,0,1
50,40,mcts-25,mcts-0,0,33,0
35,10,mcts-25,mcts-0,15,0,1
60,22,mcts-25,mcts-0,13,0,1
18,20,mcts-25,mcts-0,2,0,1
27,51,mcts-25,mcts-0,2,0,1
46,30,mcts-25,mcts-0,3,0,1
43,56,mcts-25,mcts-0,11,0,1
48,60,mcts-25,mcts-0,60,0,1
60,43,mcts-25,mcts-0,60,0,1
50,32,mcts-25,mcts-0,60,0,1
47,56,mcts-25,mcts-0,0,32,0
16,58,mcts-25,mcts-0,0,20,0
43,60,mcts-25,mcts-0,0,60,0
33,60,mcts-25,mcts-0,0,60,0
32,48,mcts-25,mcts-0,0,60,0
27,43,mcts-25,mcts-0,0,20,0
50,50,mcts-25,mcts-0,0,60,0
31,30,mcts-25,mcts-0,0,27,0
60,60,mcts-25,mcts-0,0,8,0
60,48,mcts-25,mcts-0,51,0,1
60,28,mcts-25,mcts-0,2,0,1
0,60,mcts-25,mcts-0,0,60,0
60,23,mcts-25,mcts-0,60,0,1
29,38,mcts-25,mcts-0,60,0,1
31,21,mcts-25,mcts-0,0,49,0
36,57,mcts-25,mcts-0,0,10,0
48,27,mcts-25,mcts-0,32,0,1
36,27,mcts-25,mcts-0,11,0,1
51,18,mcts-25,mcts-0,17,0,1
50,26,mcts-25,mcts-0,60,0,1
24,33,mcts-25,mcts-0,26,0,1
25,60,mcts-25,mcts-0,0,21,0
51,60,mcts-25,mcts-0,6,36,0
21,23,mcts-25,mcts-0,0,55,0
17,50,mcts-25,mcts-0,0,2,0
19,52,mcts-25,mcts-0,0,60,0
47,57,mcts-25,mcts-0,34,0,1
33,60,mcts-25,mcts-0,0,60,0
36,60,mcts-25,mcts-0,0,60,0
45,54,mcts-25,mcts-0,32,0,1
23,51,mcts-25,mcts-0,4,9,0
19,60,mcts-25,mcts-0,0,60,0
43,42,mcts-25,mcts-0,0,33,0
60,41,mcts-25,mcts-0,2,0,1
24,38,mcts-25,mcts-0,2,0,1
33,22,mcts-25,mcts-0,0,2,0
21,47,mcts-25,mcts-0,2,0,1
32,60,mcts-25,mcts-0,0,35,0
14,24,mcts-25,mcts-0,0,55,0
60,14,mcts-25,mcts-0,4,0,1
45,55,mcts-25,mcts-0,0,27,0
52,18,mcts-25,mcts-0,36,29,1
60,45,mcts-25,mcts-0,51,0,1
34,29,mcts-25,mcts-0,0,3,0
31,15,mcts-25,mcts-0,0,30,0
19,41,mcts-25,mcts-0,0,37,0
28,55,mcts-25,mcts-0,0,37,0
60,38,mcts-25,mcts-0,21,35,0
24,57,mcts-25,mcts-0,0,41,0
23,35,mcts-25,mcts-0,0,55,0
22,46,mcts-25,mcts-0,0,35,0
52,44,mcts-25,mcts-0,0,60,0
20,60,mcts-25,mcts-0,0,60,0
8,50,mcts-25,mcts-0,0,6,0
27,32,mcts-25,mcts-0,0,13,0
12,27,mcts-25,mcts-0,9,0,1
27,60,mcts-25,mcts-0,0,60,0
26,41,mcts-25,mcts-0,3,0,1
21,60,mcts-25,mcts-0,0,35,0
48,18,mcts-25,mcts-0,8,0,1
41,25,mcts-25,mcts-0,0,17,0
41,28,mcts-25,mcts-0,0,13,0
31,53,mcts-25,mcts-0,0,60,0
60,60,mcts-25,mcts-0,0,14,0
40,52,mcts-25,mcts-0,0,60,0
60,19,mcts-25,mcts-0,0,41,0
43,10,mcts-25,mcts-0,31,0,1
60,47,mcts-25,mcts-0,0,39,0
25,60,mcts-25,mcts-0,0,60,0
46,54,mcts-25,mcts-0,0,5,0
40,60,mcts-25,mcts-0,0,22,0
26,35,mcts-25,mcts-0,2,0,1
39,18,mcts-25,mcts-0,0,2,0
60,23,mcts-25,mcts-0,6,0,1
39,40,mcts-25,mcts-0,0,60,0
60,46,mcts-25,mcts-0,23,0,1
60,0,mcts-25,mcts-0,30,21,1
60,60,mcts-25,mcts-0,60,0,1
23,60,mcts-25,mcts-0,0,60,0
38,56,mcts-25,mcts-0,0,60,0
31,60,mcts-25,mcts-0,0,60,0
42,28,mcts-25,mcts-0,47,0,1
37,29,mcts-25,mcts-0,0,38,0
34,60,mcts-25,mcts-0,0,22,0
28,60,mcts-25,mcts-0,0,60,0
60,13,mcts-25,mcts-0,60,0,1
60,41,mcts-25,mcts-0,0,6,0
60,30,mcts-25,mcts-0,4,0,1
22,58,mcts-25,mcts-0,3,0,1
55,17,mcts-25,mcts-0,60,0,1
40,49,mcts-25,mcts-0,10,0,1
60,31,mcts-25,mcts-0,60,0,1
26,22,mcts-25,mcts-0,0,31,0
35,39,mcts-25,mcts-0,0,56,0
34,54,mcts-25,mcts-0,0,56,0
45,60,mcts-25,mcts-0,8,0,1
28,13,mcts-25,mcts-0,11,0,1
12,37,mcts-25,mcts-0,25,26,0
30,49,mcts-25,mcts-0,0,31,0
44,55,mcts-25,mcts-0,0,21,0
28,43,mcts-25,mcts-0,0,12,0
13,60,mcts-25,mcts-0,0,15,0
43,42,mcts-25,mcts-0,0,19,0
38,60,mcts-25,mcts-0,0,60,0
16,33,mcts-25,mcts-0,20,26,0
60,34,mcts-25,mcts-0,41,0,1
37,30,mcts-25,mcts-0,10,0,1
52,44,mcts-25,mcts-0,0,2,0
39,55,mcts-25,mcts-0,0,2,0
60,45,mcts-25,mcts-0,60,0,1
13,48,mcts-25,mcts-0,0,60,0
54,44,mcts-25,mcts-0,14,0,1
46,60,mcts-25,mcts-0,0,2,0
43,60,mcts-25,mcts-0,0,5,0
23,55,mcts-25,mcts-0,0,60,0
9,52,mcts-25,mcts-0,0,44,0
53,26,mcts-25,mcts-0,60,0,1
47,27,mcts-25,mcts-0,60,0,1
52,0,mcts-25,mcts-0,15,2,1
33,39,mcts-25,mcts-0,11,0,1
21,58,mcts-25,mcts-0,0,58,0
29,54,mcts-25,mcts-0,0,3,0
39,19,mcts-25,mcts-0,0,35,0
57,44,mcts-25,mcts-0,2,0,1
60,55,mcts-25,mcts-0,0,60,0
60,40,mcts-25,mcts-0,34,0,1
39,6,mcts-25,mcts-0,60,0,1
51,19,mcts-25,mcts-0,29,0,1
56,18,mcts-25,mcts-0,11,0,1
60,19,mcts-25,mcts-0,60,2,1
41,29,mcts-25,mcts-0,0,2,0
21,60,mcts-25,mcts-0,17,0,1
43,32,mcts-25,mcts-0,0,60,0
56,23,mcts-25,mcts-0,0,50,0
26,26,mcts-25,mcts-0,0,42,0
38,49,mcts-25,mcts-0,0,60,0
60,36,mcts-25,mcts-0,29,0,1
55,45,mcts-25,mcts-0,60,0,1
48,46,mcts-25,mcts-0,2,0,1
60,34,mcts-25,mcts-0,0,60,0
27,54,mcts-25,mcts-0,28,2,1
60,26,mcts-25,mcts-0,54,0,1
45,36,mcts-25,mcts-0,0,2,0
21,35,mcts-25,mcts-0,0,60,0
41,45,mcts-25,mcts-0,21,0,1
24,0,mcts-25,mcts-0,0,0,0
10,25,mcts-25,mcts-0,0,60,0
25,57,mcts-25,mcts-0,17,0,1
44,49,mcts-25,mcts-0,0,60,0
21,60,mcts-25,mcts-0,0,11,0
10,60,mcts-25,mcts-0,2,0,1
30,35,mcts-25,mcts-0,0,40,0
48,51,mcts-25,mcts-0,23,0,1
39,44,mcts-25,mcts-0,2,0,1
41,44,mcts-25,mcts-0,0,34,0
54,60,mcts-25,mcts-0,60,0,1
31,60,mcts-25,mcts-0,26,0,1
49,25,mcts-25,mcts-0,0,60,0
52,47,mcts-25,mcts-0,8,0,1
17,38,mcts-25,mcts-0,0,39,0
42,43,mcts-25,mcts-0,49,0,1
47,12,mcts-25,mcts-0,0,5,0
60,27,mcts-25,mcts-0,60,0,1
18,49,mcts-25,mcts-0,0,60,0
28,15,mcts-25,mcts-0,50,0,1
2,60,mcts-25,mcts-0,0,42,0
60,54,mcts-25,mcts-0,41,0,1
39,25,mcts-25,mcts-0,60,0,1
53,38,mcts-25,mcts-0,16,0,1
11,45,mcts-25,mcts-0,26,0,1
23,10,mcts-25,mcts-0,60,0,1
53,49,mcts-25,mcts-0,32,60,0
34,60,mcts-25,mcts-0,0,36,0
53,60,mcts-25,mcts-0,11,0,1
30,45,mcts-25,mcts-0,32,0,1
15,56,mcts-25,mcts-0,0,23,0
40,49,mcts-25,mcts-0,0,60,0
60,6,mcts-25,mcts-0,60,0,1
60,34,mcts-25,mcts-0,33,0,1
18,2,mcts-25,mcts-0,0,2,0
60,15,mcts-25,mcts-0,23,0,1
60,27,mcts-25,mcts-0,30,0,1
29,31,mcts-25,mcts-0,0,60,0
60,45,mcts-25,mcts-0,39,0,1
18,42,mcts-25,mcts-0,0,24,0
18,60,mcts-25,mcts-0,0,60,0
29,60,mcts-25,mcts-0,0,47,0
44,44,mcts-25,mcts-0,0,16,0
21,19,mcts-25,mcts-0,5,0,1
48,46,mcts-25,mcts-0,44,0,1
60,32,mcts-25,mcts-0,60,16,1
49,46,mcts-25,mcts-0,0,32,0
32,40,mcts-25,mcts-0,0,21,0
15,60,mcts-25,mcts-0,0,5,0
48,60,mcts-25,mcts-0,0,2,0
43,29,mcts-25,mcts-0,34,0,1
53,29,mcts-25,mcts-0,2,2,1
37,60,mcts-25,mcts-0,0,21,0
54,50,mcts-25,mcts-0,0,60,0
60,18,mcts-25,mcts-0,60,0,1
53,30,mcts-25,mcts-0,37,0,1
55,19,mcts-25,mcts-0,28,0,1
23,51,mcts-25,mcts-0,0,60,0
57,51,mcts-25,mcts-0,0,60,0
60,50,mcts-25,mcts-0,39,0,1
29,45,mcts-25,mcts-0,2,9,0
49,60,mcts-25,mcts-0,0,43,0
25,60,mcts-25,mcts-0,60,0,1
19,32,mcts-25,mcts-0,0,18,0
46,60,mcts-25,mcts-0,0,60,0
21,19,mcts-25,mcts-0,11,0,1
60,18,mcts-25,mcts-0,4,0,1
20,53,mcts-25,mcts-0,0,60,0
39,50,mcts-25,mcts-0,2,0,1
54,26,mcts-25,mcts-0,0,58,0
37,32,mcts-25,mcts-0,8,0,1
44,60,mcts-25,mcts-0,0,60,0
60,24,mcts-25,mcts-0,19,0,1
39,52,mcts-25,mcts-0,16,0,1
3,20,mcts-25,mcts-0,0,13,0
43,58,mcts-25,mcts-0,30,0,1
20,56,mcts-25,mcts-0,19,0,1
37,5,mcts-25,mcts-0,48,0,1
60,21,mcts-25,mcts-0,60,0,1
35,51,mcts-25,mcts-0,0,13,0
54,7,mcts-25,mcts-0,5,0,1
16,60,mcts-25,mcts-0,0,42,0
43,60,mcts-25,mcts-0,0,60,0
42,55,mcts-25,mcts-0,0,2,0
60,31,mcts-25,mcts-0,2,18,0
49,52,mcts-25,mcts-0,0,58,0
60,36,mcts-25,mcts-0,60,0,1
27,52,mcts-25,mcts-0,3,0,1
60,44,mcts-25,mcts-0,60,0,1
