"","X","Strategy.1","Strategy.2","P1.Score","P2.Score","Winner_ID","P1_rating","P2_rating","Avg Change in Ratings","Avg Change in Ratings without score modifications"
"3931",3931,"Mindist+Opp","MCTS-10",0,31,0,1062,958,4,4
"3239",3239,"Mindist+Opp","MCTS-10",0,38,0,1066,954,4,4
"4360",4360,"Mindist+Opp","MCTS-25",0,34,0,1071,1020,5,4
"3426",3426,"Mindist+Opp","MCTS-10",9,0,1,1069,956,2,7
"1562",1562,"MCTS-25","Mindist+Opp",22,0,1,1017,1072,3,4
"1312",1312,"MCTS-25","Mindist+Opp",16,0,1,1015,1074,2,4
"3630",3630,"Mindist+Opp","MCTS-10",0,38,0,1078,952,4,3
"3966",3966,"Mindist+Opp","MCTS-10",2,0,1,1078,952,0,7
"5289",5289,"Mindist+Opp","MCTS-50",0,60,0,1084,941,6,3
"4939",4939,"Mindist+Opp","MCTS-25",0,3,0,1084,1015,0,4
"4397",4397,"Mindist+Opp","MCTS-25",0,26,0,1087,1012,3,4
"2555",2555,"MCTS-50","Mindist+Opp",36,0,1,937,1091,4,3
"4585",4585,"Mindist+Opp","MCTS-25",0,22,0,1094,1009,3,4
"531",531,"MCTS-10","Mindist+Opp",60,0,1,946,1100,6,3
"1416",1416,"MCTS-25","Mindist+Opp",30,0,1,1005,1104,4,4
"5413",5413,"Mindist+Opp","MCTS-50",35,0,1,1096,945,8,7
"4107",4107,"Mindist+Opp","MCTS-25",33,0,1,1089,1012,7,6
"1638",1638,"MCTS-25","Mindist+Opp",16,0,1,1010,1091,2,4
"2791",2791,"MCTS-50","Mindist+Opp",17,0,1,943,1093,2,3
"410",410,"MCTS-10","Mindist+Opp",0,20,0,951,1088,5,7
"4955",4955,"Mindist+Opp","MCTS-25",0,10,0,1089,1009,1,4
"5929",5929,"Mindist+Opp","MCTS-50",25,0,1,1083,949,6,7
"1199",1199,"MCTS-25","Mindist+Opp",21,0,1,1006,1086,3,4
"5668",5668,"Mindist+Opp","MCTS-50",0,37,0,1090,945,4,3
"568",568,"MCTS-10","Mindist+Opp",0,16,0,955,1086,4,7
"1274",1274,"MCTS-25","Mindist+Opp",49,0,1,1000,1092,6,4
"2176",2176,"MCTS-50","Mindist+Opp",19,0,1,943,1094,2,3
"1721",1721,"MCTS-25","Mindist+Opp",0,4,0,1001,1093,1,6
"4120",4120,"Mindist+Opp","MCTS-25",7,0,1,1092,1002,1,6
"3221",3221,"Mindist+Opp","MCTS-10",40,0,1,1083,964,9,7
"3482",3482,"Mindist+Opp","MCTS-10",0,20,0,1085,962,2,3
"252",252,"MCTS-10","Mindist+Opp",3,0,1,962,1085,0,3
"1626",1626,"MCTS-25","Mindist+Opp",0,8,0,1004,1083,2,6
"324",324,"MCTS-10","Mindist+Opp",60,0,1,955,1090,7,3
"4897",4897,"Mindist+Opp","MCTS-25",0,52,0,1097,997,7,4
"5900",5900,"Mindist+Opp","MCTS-50",0,20,0,1099,941,2,3
"4476",4476,"Mindist+Opp","MCTS-25",0,37,0,1103,993,4,4
"1581",1581,"MCTS-25","Mindist+Opp",0,21,0,998,1098,5,7
"5473",5473,"Mindist+Opp","MCTS-50",0,16,0,1100,939,2,3
"2220",2220,"MCTS-50","Mindist+Opp",0,47,0,950,1089,11,7
"765",765,"MCTS-10","Mindist+Opp",26,0,1,952,1092,3,3
"5577",5577,"Mindist+Opp","MCTS-50",0,2,0,1092,950,0,3
"1511",1511,"MCTS-25","Mindist+Opp",0,35,0,1005,1085,7,6
"5757",5757,"Mindist+Opp","MCTS-50",0,4,0,1085,950,0,3
"5489",5489,"Mindist+Opp","MCTS-50",24,0,1,1080,955,5,7
"4152",4152,"Mindist+Opp","MCTS-25",23,0,1,1075,1010,5,6
"3842",3842,"Mindist+Opp","MCTS-10",0,60,0,1082,945,7,3
"3923",3923,"Mindist+Opp","MCTS-10",10,0,1,1080,947,2,7
"5402",5402,"Mindist+Opp","MCTS-50",0,10,0,1081,954,1,3
"2684",2684,"MCTS-50","Mindist+Opp",0,36,0,962,1073,8,7
"1828",1828,"MCTS-25","Mindist+Opp",56,0,1,1002,1081,8,4
"2403",2403,"MCTS-50","Mindist+Opp",3,0,1,962,1081,0,3
"1936",1936,"MCTS-25","Mindist+Opp",20,0,1,999,1084,3,4
"3030",3030,"Mindist+Opp","MCTS-10",0,55,0,1090,941,6,3
"5851",5851,"Mindist+Opp","MCTS-50",30,0,1,1083,969,7,7
"1292",1292,"MCTS-25","Mindist+Opp",48,0,1,993,1089,6,4
"775",775,"MCTS-10","Mindist+Opp",0,24,0,947,1083,6,7
"115",115,"MCTS-10","Mindist+Opp",41,0,1,943,1087,4,3
"975",975,"MCTS-10","Mindist+Opp",11,0,1,942,1088,1,3
"5115",5115,"Mindist+Opp","MCTS-50",0,60,0,1095,962,7,3
"2709",2709,"MCTS-50","Mindist+Opp",2,0,1,962,1095,0,3
"2488",2488,"MCTS-50","Mindist+Opp",51,0,1,957,1100,5,3
"4590",4590,"Mindist+Opp","MCTS-25",60,0,1,1087,1006,13,6
"1060",1060,"MCTS-25","Mindist+Opp",2,0,1,1006,1087,0,4
"2881",2881,"MCTS-50","Mindist+Opp",0,21,0,962,1082,5,7
"5388",5388,"Mindist+Opp","MCTS-50",0,42,0,1087,957,5,3
"690",690,"MCTS-10","Mindist+Opp",52,0,1,937,1092,5,3
"1515",1515,"MCTS-25","Mindist+Opp",17,0,1,1004,1094,2,4
"2529",2529,"MCTS-50","Mindist+Opp",42,0,1,953,1098,4,3
"5745",5745,"Mindist+Opp","MCTS-50",53,0,1,1086,965,12,7
"1179",1179,"MCTS-25","Mindist+Opp",15,0,1,1002,1088,2,4
"3020",3020,"Mindist+Opp","MCTS-10",0,30,0,1091,934,3,3
"1156",1156,"MCTS-25","Mindist+Opp",60,0,1,995,1098,7,4
"1908",1908,"MCTS-25","Mindist+Opp",0,60,0,1008,1085,13,6
"2006",2006,"MCTS-50","Mindist+Opp",20,0,1,963,1087,2,3
"3782",3782,"Mindist+Opp","MCTS-10",0,17,0,1089,932,2,3
"4797",4797,"Mindist+Opp","MCTS-25",0,36,0,1094,1003,5,4
"4180",4180,"Mindist+Opp","MCTS-25",0,22,0,1097,1000,3,4
"5742",5742,"Mindist+Opp","MCTS-50",54,0,1,1085,975,12,7
"5025",5025,"Mindist+Opp","MCTS-50",7,0,1,1083,977,2,7
"1765",1765,"MCTS-25","Mindist+Opp",0,44,0,1009,1074,9,6
"1753",1753,"MCTS-25","Mindist+Opp",32,0,1,1005,1078,4,4
"1320",1320,"MCTS-25","Mindist+Opp",35,0,1,1000,1083,5,4
"839",839,"MCTS-10","Mindist+Opp",27,0,1,929,1086,3,3
"393",393,"MCTS-10","Mindist+Opp",0,28,0,936,1079,7,7
"244",244,"MCTS-10","Mindist+Opp",55,0,1,930,1085,6,3
"3944",3944,"Mindist+Opp","MCTS-10",0,37,0,1089,926,4,3
"1583",1583,"MCTS-25","Mindist+Opp",47,0,1,994,1095,6,4
"5130",5130,"Mindist+Opp","MCTS-50",0,29,0,1098,974,3,3
"3851",3851,"Mindist+Opp","MCTS-10",0,49,0,1102,922,4,3
"2886",2886,"MCTS-50","Mindist+Opp",0,33,0,981,1095,7,7
"4891",4891,"Mindist+Opp","MCTS-25",0,16,0,1097,992,2,4
"344",344,"MCTS-10","Mindist+Opp",12,0,1,921,1098,1,3
"729",729,"MCTS-10","Mindist+Opp",40,0,1,917,1102,4,3
"739",739,"MCTS-10","Mindist+Opp",0,14,0,920,1099,3,7
"4359",4359,"Mindist+Opp","MCTS-25",0,34,0,1103,988,4,4
"4555",4555,"Mindist+Opp","MCTS-25",0,17,0,1105,986,2,3
"3376",3376,"Mindist+Opp","MCTS-10",0,53,0,1110,915,5,3
"4176",4176,"Mindist+Opp","MCTS-25",0,36,0,1114,982,4,3
"368",368,"MCTS-10","Mindist+Opp",41,0,1,912,1117,3,2
"813",813,"MCTS-10","Mindist+Opp",32,0,1,909,1120,3,2
"190",190,"MCTS-10","Mindist+Opp",0,34,0,918,1111,9,8
"1021",1021,"MCTS-25","Mindist+Opp",0,34,0,990,1103,8,7
"3688",3688,"Mindist+Opp","MCTS-10",0,30,0,1106,915,3,3
"2089",2089,"MCTS-50","Mindist+Opp",60,0,1,974,1113,7,3
"53",53,"MCTS-10","Mindist+Opp",6,0,1,915,1113,0,2
"1042",1042,"MCTS-25","Mindist+Opp",22,0,1,988,1115,2,3
"5724",5724,"Mindist+Opp","MCTS-50",3,0,1,1114,975,1,7
"5062",5062,"Mindist+Opp","MCTS-50",0,18,0,1116,973,2,3
"846",846,"MCTS-10","Mindist+Opp",0,15,0,919,1112,4,8
"4516",4516,"Mindist+Opp","MCTS-25",0,26,0,1115,985,3,3
"2710",2710,"MCTS-50","Mindist+Opp",10,0,1,972,1116,1,3
"1819",1819,"MCTS-25","Mindist+Opp",24,0,1,982,1119,3,3
"5646",5646,"Mindist+Opp","MCTS-50",0,18,0,1121,970,2,3
"2394",2394,"MCTS-50","Mindist+Opp",20,0,1,968,1123,2,3
"4344",4344,"Mindist+Opp","MCTS-25",15,0,1,1120,985,3,7
"3951",3951,"Mindist+Opp","MCTS-10",0,16,0,1121,918,1,2
"314",314,"MCTS-10","Mindist+Opp",19,0,1,916,1123,2,2
"3146",3146,"Mindist+Opp","MCTS-10",0,7,0,1124,915,1,2
"4715",4715,"Mindist+Opp","MCTS-25",0,15,0,1126,983,2,3
"960",960,"MCTS-10","Mindist+Opp",52,0,1,911,1130,4,2
"566",566,"MCTS-10","Mindist+Opp",19,0,1,910,1131,1,2
"1300",1300,"MCTS-25","Mindist+Opp",17,0,1,981,1133,2,3
"3220",3220,"Mindist+Opp","MCTS-10",0,12,0,1134,909,1,2
"4162",4162,"Mindist+Opp","MCTS-25",0,32,0,1137,978,3,3
"4642",4642,"Mindist+Opp","MCTS-25",0,8,0,1138,977,1,3
"863",863,"MCTS-10","Mindist+Opp",39,0,1,906,1141,3,2
"4870",4870,"Mindist+Opp","MCTS-25",21,0,1,1136,982,5,7
"3028",3028,"Mindist+Opp","MCTS-10",0,44,0,1139,903,3,2
"4886",4886,"Mindist+Opp","MCTS-25",48,0,1,1128,993,11,7
"5440",5440,"Mindist+Opp","MCTS-50",0,7,0,1129,967,1,3
"1134",1134,"MCTS-25","Mindist+Opp",0,20,0,998,1124,5,7
"5452",5452,"Mindist+Opp","MCTS-50",0,5,0,1124,967,0,3
"2838",2838,"MCTS-50","Mindist+Opp",0,26,0,973,1118,6,7
"838",838,"MCTS-10","Mindist+Opp",33,0,1,901,1120,2,2
"3745",3745,"Mindist+Opp","MCTS-10",0,48,0,1124,897,4,2
"145",145,"MCTS-10","Mindist+Opp",14,0,1,896,1125,1,2
"1789",1789,"MCTS-25","Mindist+Opp",41,0,1,994,1129,4,3
"1712",1712,"MCTS-25","Mindist+Opp",0,21,0,999,1124,5,7
"1185",1185,"MCTS-25","Mindist+Opp",0,45,0,1009,1114,10,7
"5101",5101,"Mindist+Opp","MCTS-50",0,13,0,1115,972,1,3
"5972",5972,"Mindist+Opp","MCTS-50",15,0,1,1112,975,3,7
"1099",1099,"MCTS-25","Mindist+Opp",0,20,0,1013,1108,4,6
"5998",5998,"Mindist+Opp","MCTS-50",15,0,1,1105,978,3,7
"3885",3885,"Mindist+Opp","MCTS-10",0,46,0,1109,892,4,2
"4414",4414,"Mindist+Opp","MCTS-25",0,2,0,1109,1013,0,4
"2402",2402,"MCTS-50","Mindist+Opp",8,0,1,977,1110,1,3
"4289",4289,"Mindist+Opp","MCTS-25",32,0,1,1103,1020,7,6
"3790",3790,"Mindist+Opp","MCTS-10",10,0,1,1100,895,3,8
"1435",1435,"MCTS-25","Mindist+Opp",53,0,1,1013,1107,7,4
"3151",3151,"Mindist+Opp","MCTS-10",0,25,0,1109,893,2,2
"5658",5658,"Mindist+Opp","MCTS-50",46,0,1,1099,987,10,7
"601",601,"MCTS-10","Mindist+Opp",38,0,1,890,1102,3,2
"2805",2805,"MCTS-50","Mindist+Opp",18,0,1,985,1104,2,3
"1681",1681,"MCTS-25","Mindist+Opp",24,0,1,1010,1107,3,4
"2413",2413,"MCTS-50","Mindist+Opp",35,0,1,981,1111,4,3
"340",340,"MCTS-10","Mindist+Opp",60,0,1,886,1115,4,2
"66",66,"MCTS-10","Mindist+Opp",0,24,0,892,1109,6,8
"1557",1557,"MCTS-25","Mindist+Opp",10,0,1,1009,1110,1,4
"4716",4716,"Mindist+Opp","MCTS-25",0,22,0,1113,1006,3,4
"787",787,"MCTS-10","Mindist+Opp",39,0,1,889,1116,3,2
"4569",4569,"Mindist+Opp","MCTS-25",0,52,0,1122,1000,6,3
"5860",5860,"Mindist+Opp","MCTS-50",0,24,0,1124,979,2,3
"3538",3538,"Mindist+Opp","MCTS-10",16,0,1,1120,893,4,8
"2655",2655,"MCTS-50","Mindist+Opp",36,0,1,975,1124,4,3
"732",732,"MCTS-10","Mindist+Opp",0,10,0,896,1121,3,8
"1466",1466,"MCTS-25","Mindist+Opp",12,0,1,999,1122,1,3
"1328",1328,"MCTS-25","Mindist+Opp",39,0,1,995,1126,4,3
"4840",4840,"Mindist+Opp","MCTS-25",5,0,1,1125,996,1,7
"5052",5052,"Mindist+Opp","MCTS-50",48,0,1,1114,986,11,7
"1785",1785,"MCTS-25","Mindist+Opp",20,0,1,994,1116,2,3
"3669",3669,"Mindist+Opp","MCTS-10",0,2,0,1116,896,0,2
"3566",3566,"Mindist+Opp","MCTS-10",0,18,0,1117,895,1,2
"4340",4340,"Mindist+Opp","MCTS-25",0,31,0,1120,991,3,3
"323",323,"MCTS-10","Mindist+Opp",47,0,1,892,1123,3,2
"884",884,"MCTS-10","Mindist+Opp",15,0,1,891,1124,1,2
"4348",4348,"Mindist+Opp","MCTS-25",10,0,1,1122,993,2,7
"2965",2965,"MCTS-50","Mindist+Opp",17,0,1,984,1124,2,3
"3190",3190,"Mindist+Opp","MCTS-10",0,11,0,1125,890,1,2
"1387",1387,"MCTS-25","Mindist+Opp",44,0,1,988,1130,5,3
"5702",5702,"Mindist+Opp","MCTS-50",0,48,0,1135,979,5,3
"4275",4275,"Mindist+Opp","MCTS-25",19,0,1,1131,992,4,7
"5756",5756,"Mindist+Opp","MCTS-50",0,39,0,1135,975,4,3
"5288",5288,"Mindist+Opp","MCTS-50",0,20,0,1137,973,2,3
"2336",2336,"MCTS-50","Mindist+Opp",17,0,1,971,1139,2,3
"5792",5792,"Mindist+Opp","MCTS-50",0,60,0,1145,965,6,3
"617",617,"MCTS-10","Mindist+Opp",2,0,1,890,1145,0,2
"5980",5980,"Mindist+Opp","MCTS-50",34,0,1,1137,973,8,7
"2835",2835,"MCTS-50","Mindist+Opp",20,0,1,971,1139,2,3
"723",723,"MCTS-10","Mindist+Opp",0,18,0,895,1134,5,8
"3484",3484,"Mindist+Opp","MCTS-10",0,57,0,1138,891,4,2
"1289",1289,"MCTS-25","Mindist+Opp",31,0,1,989,1141,3,3
"4222",4222,"Mindist+Opp","MCTS-25",0,35,0,1144,986,3,3
"933",933,"MCTS-10","Mindist+Opp",2,0,1,891,1144,0,2
"5314",5314,"Mindist+Opp","MCTS-50",0,3,0,1144,971,0,3
"2415",2415,"MCTS-50","Mindist+Opp",10,0,1,970,1145,1,3
"4873",4873,"Mindist+Opp","MCTS-25",0,32,0,1148,983,3,3
"4725",4725,"Mindist+Opp","MCTS-25",0,60,0,1154,977,6,3
"4706",4706,"Mindist+Opp","MCTS-25",19,0,1,1149,982,5,7
"5399",5399,"Mindist+Opp","MCTS-50",50,0,1,1137,982,12,7
"5904",5904,"Mindist+Opp","MCTS-50",14,0,1,1134,985,3,7
"4371",4371,"Mindist+Opp","MCTS-25",0,2,0,1134,982,0,3
"4440",4440,"Mindist+Opp","MCTS-25",0,60,0,1140,976,6,3
"4155",4155,"Mindist+Opp","MCTS-25",0,5,0,1140,976,0,3
"5322",5322,"Mindist+Opp","MCTS-50",19,0,1,1136,989,4,7
"4122",4122,"Mindist+Opp","MCTS-25",21,0,1,1131,981,5,7
"3522",3522,"Mindist+Opp","MCTS-10",0,0,0,1131,891,0,2
"4734",4734,"Mindist+Opp","MCTS-25",38,0,1,1122,990,9,7
"371",371,"MCTS-10","Mindist+Opp",15,0,1,890,1123,1,2
"2061",2061,"MCTS-50","Mindist+Opp",21,0,1,987,1125,2,3
"5192",5192,"Mindist+Opp","MCTS-50",0,60,0,1131,981,6,3
"4814",4814,"Mindist+Opp","MCTS-25",0,5,0,1132,989,1,3
"891",891,"MCTS-10","Mindist+Opp",14,0,1,889,1133,1,2
"4001",4001,"Mindist+Opp","MCTS-25",19,0,1,1129,993,4,7
"5790",5790,"Mindist+Opp","MCTS-50",0,24,0,1131,979,2,3
"5234",5234,"Mindist+Opp","MCTS-50",0,13,0,1132,978,1,3
"1360",1360,"MCTS-25","Mindist+Opp",0,22,0,998,1127,5,7
"1606",1606,"MCTS-25","Mindist+Opp",16,0,1,996,1129,2,3
"2042",2042,"MCTS-50","Mindist+Opp",0,12,0,981,1126,3,7
"5834",5834,"Mindist+Opp","MCTS-50",0,60,0,1132,975,6,3
"2996",2996,"MCTS-50","Mindist+Opp",22,0,1,973,1134,2,3
"4520",4520,"Mindist+Opp","MCTS-25",0,3,0,1134,996,0,3
"2914",2914,"MCTS-50","Mindist+Opp",36,0,1,970,1137,3,3
"864",864,"MCTS-10","Mindist+Opp",47,0,1,886,1140,3,2
"4861",4861,"Mindist+Opp","MCTS-25",2,0,1,1140,996,0,7
"5555",5555,"Mindist+Opp","MCTS-50",0,9,0,1141,969,1,3
"4433",4433,"Mindist+Opp","MCTS-25",0,3,0,1141,996,0,3
"2420",2420,"MCTS-50","Mindist+Opp",15,0,1,968,1142,1,3
"386",386,"MCTS-10","Mindist+Opp",43,0,1,883,1145,3,2
"1392",1392,"MCTS-25","Mindist+Opp",47,0,1,991,1150,5,3
"5711",5711,"Mindist+Opp","MCTS-50",0,14,0,1151,967,1,3
"423",423,"MCTS-10","Mindist+Opp",58,0,1,880,1154,3,2
"3768",3768,"Mindist+Opp","MCTS-10",0,16,0,1155,879,1,2
"4554",4554,"Mindist+Opp","MCTS-25",0,60,0,1161,985,6,3
"780",780,"MCTS-10","Mindist+Opp",37,0,1,877,1163,2,2
"2254",2254,"MCTS-50","Mindist+Opp",5,0,1,967,1163,0,2
"5460",5460,"Mindist+Opp","MCTS-50",0,60,0,1168,962,5,2
"4329",4329,"Mindist+Opp","MCTS-25",0,45,0,1172,981,4,3
"4603",4603,"Mindist+Opp","MCTS-25",0,2,0,1172,981,0,2
"3198",3198,"Mindist+Opp","MCTS-10",0,60,0,1175,874,3,2
"1433",1433,"MCTS-25","Mindist+Opp",49,0,1,977,1179,4,2
"2105",2105,"MCTS-50","Mindist+Opp",0,13,0,965,1176,3,8
"282",282,"MCTS-10","Mindist+Opp",0,12,0,877,1173,3,9
"497",497,"MCTS-10","Mindist+Opp",10,0,1,876,1174,1,2
"4544",4544,"Mindist+Opp","MCTS-25",0,10,0,1175,976,1,2
"2936",2936,"MCTS-50","Mindist+Opp",0,12,0,968,1172,3,8
"3765",3765,"Mindist+Opp","MCTS-10",0,2,0,1172,876,0,2
"52",52,"MCTS-10","Mindist+Opp",20,0,1,875,1173,1,2
"4698",4698,"Mindist+Opp","MCTS-25",15,0,1,1169,980,4,8
"1532",1532,"MCTS-25","Mindist+Opp",3,0,1,980,1169,0,3
"920",920,"MCTS-10","Mindist+Opp",0,23,0,881,1163,6,8
"3887",3887,"Mindist+Opp","MCTS-10",0,17,0,1164,880,1,2
"4780",4780,"Mindist+Opp","MCTS-25",0,27,0,1166,978,2,3
"557",557,"MCTS-10","Mindist+Opp",60,0,1,877,1169,3,2
"1288",1288,"MCTS-25","Mindist+Opp",0,4,0,979,1168,1,8
"2009",2009,"MCTS-50","Mindist+Opp",0,4,0,969,1167,1,8
"757",757,"MCTS-10","Mindist+Opp",13,0,1,876,1168,1,2
"590",590,"MCTS-10","Mindist+Opp",28,0,1,875,1169,1,2
"868",868,"MCTS-10","Mindist+Opp",4,0,1,875,1169,0,2
"799",799,"MCTS-10","Mindist+Opp",17,0,1,874,1170,1,2
"1870",1870,"MCTS-25","Mindist+Opp",2,0,1,979,1170,0,2
"1623",1623,"MCTS-25","Mindist+Opp",0,33,0,987,1162,8,8
"3582",3582,"Mindist+Opp","MCTS-10",31,0,1,1153,883,9,8
"4352",4352,"Mindist+Opp","MCTS-25",0,10,0,1154,986,1,3
"4101",4101,"Mindist+Opp","MCTS-25",0,34,0,1157,983,3,3
"3796",3796,"Mindist+Opp","MCTS-10",0,45,0,1160,880,3,2
"2981",2981,"MCTS-50","Mindist+Opp",0,19,0,974,1155,5,8
"4249",4249,"Mindist+Opp","MCTS-25",0,16,0,1156,982,1,3
"5695",5695,"Mindist+Opp","MCTS-50",0,29,0,1159,971,3,3
"3147",3147,"Mindist+Opp","MCTS-10",33,0,1,1150,889,9,8
"5990",5990,"Mindist+Opp","MCTS-50",0,46,0,1154,967,4,3
"243",243,"MCTS-10","Mindist+Opp",0,50,0,903,1140,14,8
"4807",4807,"Mindist+Opp","MCTS-25",0,20,0,1142,980,2,3
"5725",5725,"Mindist+Opp","MCTS-50",0,19,0,1144,965,2,3
"4481",4481,"Mindist+Opp","MCTS-25",0,42,0,1148,976,4,3
"850",850,"MCTS-10","Mindist+Opp",19,0,1,902,1149,1,2
"5006",5006,"Mindist+Opp","MCTS-50",0,13,0,1150,964,1,3
"1790",1790,"MCTS-25","Mindist+Opp",58,0,1,971,1155,5,3
"4148",4148,"Mindist+Opp","MCTS-25",0,54,0,1160,966,5,3
"2371",2371,"MCTS-50","Mindist+Opp",32,0,1,961,1163,3,2
"3229",3229,"Mindist+Opp","MCTS-10",21,0,1,1157,908,6,8
"4878",4878,"Mindist+Opp","MCTS-25",24,0,1,1151,972,6,8
"5584",5584,"Mindist+Opp","MCTS-50",33,0,1,1143,969,8,7
"2560",2560,"MCTS-50","Mindist+Opp",0,16,0,973,1139,4,7
"2807",2807,"MCTS-50","Mindist+Opp",19,0,1,971,1141,2,3
"5581",5581,"Mindist+Opp","MCTS-50",38,0,1,1132,980,9,7
"5797",5797,"Mindist+Opp","MCTS-50",0,60,0,1138,974,6,3
"395",395,"MCTS-10","Mindist+Opp",10,0,1,907,1139,1,2
"778",778,"MCTS-10","Mindist+Opp",43,0,1,904,1142,3,2
"554",554,"MCTS-10","Mindist+Opp",49,0,1,901,1145,3,2
"1110",1110,"MCTS-25","Mindist+Opp",0,19,0,977,1140,5,7
"5055",5055,"Mindist+Opp","MCTS-50",10,0,1,1138,976,2,7
"621",621,"MCTS-10","Mindist+Opp",37,0,1,898,1141,3,2
"2028",2028,"MCTS-50","Mindist+Opp",0,25,0,982,1135,6,7
"5511",5511,"Mindist+Opp","MCTS-50",0,11,0,1136,981,1,3
"4044",4044,"Mindist+Opp","MCTS-25",0,2,0,1136,977,0,3
"2424",2424,"MCTS-50","Mindist+Opp",0,14,0,984,1133,3,7
"3047",3047,"Mindist+Opp","MCTS-10",0,37,0,1136,895,3,2
"3737",3737,"Mindist+Opp","MCTS-10",0,44,0,1139,892,3,2
"4086",4086,"Mindist+Opp","MCTS-25",0,18,0,1141,975,2,3
"2018",2018,"MCTS-50","Mindist+Opp",0,18,0,988,1137,4,7
"5175",5175,"Mindist+Opp","MCTS-50",0,15,0,1138,987,1,3
"5223",5223,"Mindist+Opp","MCTS-50",0,13,0,1139,986,1,3
"2305",2305,"MCTS-50","Mindist+Opp",13,0,1,985,1140,1,3
"4050",4050,"Mindist+Opp","MCTS-25",0,24,0,1142,973,2,3
"5617",5617,"Mindist+Opp","MCTS-50",0,23,0,1144,983,2,3
"4115",4115,"Mindist+Opp","MCTS-25",0,16,0,1145,972,1,3
"3589",3589,"Mindist+Opp","MCTS-10",0,36,0,1147,890,2,2
"3280",3280,"Mindist+Opp","MCTS-10",0,15,0,1148,889,1,2
"2384",2384,"MCTS-50","Mindist+Opp",25,0,1,981,1150,2,3
"4309",4309,"Mindist+Opp","MCTS-25",0,12,0,1151,971,1,3
"5848",5848,"Mindist+Opp","MCTS-50",0,18,0,1153,979,2,3
"1687",1687,"MCTS-25","Mindist+Opp",10,0,1,970,1154,1,3
"1266",1266,"MCTS-25","Mindist+Opp",32,0,1,967,1157,3,3
"5943",5943,"Mindist+Opp","MCTS-50",0,14,0,1158,978,1,3
"185",185,"MCTS-10","Mindist+Opp",39,0,1,887,1160,2,2
"4358",4358,"Mindist+Opp","MCTS-25",0,52,0,1164,963,4,2
"2264",2264,"MCTS-50","Mindist+Opp",6,0,1,977,1165,1,3
"783",783,"MCTS-10","Mindist+Opp",0,29,0,895,1157,8,8
"1954",1954,"MCTS-25","Mindist+Opp",13,0,1,962,1158,1,2
"789",789,"MCTS-10","Mindist+Opp",0,41,0,906,1147,11,8
"5775",5775,"Mindist+Opp","MCTS-50",0,48,0,1151,973,4,3
"5037",5037,"Mindist+Opp","MCTS-50",26,0,1,1145,979,6,7
"1180",1180,"MCTS-25","Mindist+Opp",0,22,0,967,1140,5,7
"3695",3695,"Mindist+Opp","MCTS-10",0,60,0,1144,902,4,2
"2794",2794,"MCTS-50","Mindist+Opp",0,26,0,985,1138,6,7
"2430",2430,"MCTS-50","Mindist+Opp",0,25,0,991,1132,6,7
"4490",4490,"Mindist+Opp","MCTS-25",0,60,0,1138,961,6,3
"5776",5776,"Mindist+Opp","MCTS-50",0,60,0,1144,985,6,3
"788",788,"MCTS-10","Mindist+Opp",0,3,0,903,1143,1,8
"2999",2999,"MCTS-50","Mindist+Opp",2,0,1,985,1143,0,3
"1907",1907,"MCTS-25","Mindist+Opp",13,0,1,960,1144,1,3
"4845",4845,"Mindist+Opp","MCTS-25",0,24,0,1146,958,2,3
"1357",1357,"MCTS-25","Mindist+Opp",10,0,1,957,1147,1,3
"2284",2284,"MCTS-50","Mindist+Opp",2,0,1,985,1147,0,3
"443",443,"MCTS-10","Mindist+Opp",12,0,1,902,1148,1,2
"4374",4374,"Mindist+Opp","MCTS-25",0,52,0,1152,953,4,2
"3835",3835,"Mindist+Opp","MCTS-10",8,0,1,1150,904,2,8
"5421",5421,"Mindist+Opp","MCTS-50",30,0,1,1143,992,7,7
"5257",5257,"Mindist+Opp","MCTS-50",0,10,0,1144,991,1,3
"259",259,"MCTS-10","Mindist+Opp",19,0,1,903,1145,1,2
"3574",3574,"Mindist+Opp","MCTS-10",0,3,0,1145,903,0,2
"4337",4337,"Mindist+Opp","MCTS-25",0,4,0,1145,953,0,2
"3282",3282,"Mindist+Opp","MCTS-10",0,8,0,1146,902,1,2
"1474",1474,"MCTS-25","Mindist+Opp",0,27,0,960,1139,7,8
"99",99,"MCTS-10","Mindist+Opp",2,0,1,902,1139,0,2
"916",916,"MCTS-10","Mindist+Opp",16,0,1,901,1140,1,2
"1222",1222,"MCTS-25","Mindist+Opp",11,0,1,959,1141,1,3
"3072",3072,"Mindist+Opp","MCTS-10",50,0,1,1128,914,13,8
"4258",4258,"Mindist+Opp","MCTS-25",0,57,0,1133,954,5,3
"3696",3696,"Mindist+Opp","MCTS-10",0,15,0,1134,913,1,2
"240",240,"MCTS-10","Mindist+Opp",13,0,1,912,1135,1,2
"4312",4312,"Mindist+Opp","MCTS-25",0,12,0,1136,953,1,3
"4695",4695,"Mindist+Opp","MCTS-25",0,60,0,1141,948,5,3
"3678",3678,"Mindist+Opp","MCTS-10",0,33,0,1143,910,2,2
"5789",5789,"Mindist+Opp","MCTS-50",0,58,0,1149,985,6,3
"5415",5415,"Mindist+Opp","MCTS-50",0,2,0,1149,985,0,3
"5816",5816,"Mindist+Opp","MCTS-50",0,32,0,1152,982,3,3
"253",253,"MCTS-10","Mindist+Opp",39,0,1,907,1155,3,2
