"","X","Strategy.1","Strategy.2","P1.Score","P2.Score","Winner_ID","P1_rating","P2_rating","Avg Change in Ratings","Avg Change in Ratings without score modifications"
"33",33,"MCTS-10","Mindist+Opp",40,0,1,960,1115,4,3
"859",859,"MCTS-10","Mindist+Opp",58,0,1,954,1121,6,3
"2008",2008,"MCTS-50","Mindist+Opp",0,43,0,963,1111,10,7
"4136",4136,"Mindist+Opp","MCTS-25",0,47,0,1116,959,5,3
"4379",4379,"Mindist+Opp","MCTS-25",20,0,1,1111,964,5,7
"3989",3989,"Mindist+Opp","MCTS-10",24,0,1,1105,960,6,7
"1364",1364,"MCTS-25","Mindist+Opp",27,0,1,961,1108,3,3
"2952",2952,"MCTS-50","Mindist+Opp",0,10,0,965,1106,2,7
"5721",5721,"Mindist+Opp","MCTS-50",16,0,1,1102,969,4,7
"1281",1281,"MCTS-25","Mindist+Opp",0,28,0,967,1096,6,7
"4562",4562,"Mindist+Opp","MCTS-25",0,5,0,1097,966,1,3
"1894",1894,"MCTS-25","Mindist+Opp",25,0,1,963,1100,3,3
"5366",5366,"Mindist+Opp","MCTS-50",0,3,0,1100,969,0,3
"782",782,"MCTS-10","Mindist+Opp",39,0,1,956,1104,4,3
"5038",5038,"Mindist+Opp","MCTS-50",0,22,0,1106,967,2,3
"3249",3249,"Mindist+Opp","MCTS-10",0,29,0,1109,953,3,3
"3216",3216,"Mindist+Opp","MCTS-10",0,13,0,1110,952,1,3
"1240",1240,"MCTS-25","Mindist+Opp",0,25,0,969,1104,6,7
"5127",5127,"Mindist+Opp","MCTS-50",0,22,0,1106,965,2,3
"1256",1256,"MCTS-25","Mindist+Opp",0,22,0,974,1101,5,7
"3425",3425,"Mindist+Opp","MCTS-10",0,11,0,1102,951,1,3
"1463",1463,"MCTS-25","Mindist+Opp",3,0,1,974,1102,0,3
"4561",4561,"Mindist+Opp","MCTS-25",0,17,0,1104,972,2,3
"3539",3539,"Mindist+Opp","MCTS-10",0,35,0,1107,948,3,3
"5890",5890,"Mindist+Opp","MCTS-50",0,12,0,1108,964,1,3
"3804",3804,"Mindist+Opp","MCTS-10",16,0,1,1104,952,4,7
"4184",4184,"Mindist+Opp","MCTS-25",24,0,1,1099,977,5,7
"3528",3528,"Mindist+Opp","MCTS-10",0,29,0,1102,949,3,3
"3905",3905,"Mindist+Opp","MCTS-10",0,48,0,1107,944,5,3
"987",987,"MCTS-10","Mindist+Opp",3,0,1,944,1107,0,3
"3998",3998,"Mindist+Opp","MCTS-10",19,0,1,1102,949,5,7
"232",232,"MCTS-10","Mindist+Opp",38,0,1,945,1106,4,3
"3676",3676,"Mindist+Opp","MCTS-10",15,0,1,1102,949,4,7
"1863",1863,"MCTS-25","Mindist+Opp",50,0,1,972,1107,5,3
"466",466,"MCTS-10","Mindist+Opp",0,44,0,959,1097,10,7
"5869",5869,"Mindist+Opp","MCTS-50",0,12,0,1098,963,1,3
"2979",2979,"MCTS-50","Mindist+Opp",46,0,1,958,1103,5,3
"842",842,"MCTS-10","Mindist+Opp",0,6,0,960,1102,1,7
"5795",5795,"Mindist+Opp","MCTS-50",0,19,0,1104,956,2,3
"905",905,"MCTS-10","Mindist+Opp",32,0,1,957,1107,3,3
"3707",3707,"Mindist+Opp","MCTS-10",28,0,1,1100,964,7,7
"2375",2375,"MCTS-50","Mindist+Opp",21,0,1,954,1102,2,3
"5736",5736,"Mindist+Opp","MCTS-50",0,47,0,1107,949,5,3
"2079",2079,"MCTS-50","Mindist+Opp",42,0,1,945,1111,4,3
"4049",4049,"Mindist+Opp","MCTS-25",19,0,1,1107,976,4,7
"3665",3665,"Mindist+Opp","MCTS-10",0,56,0,1113,958,6,3
"641",641,"MCTS-10","Mindist+Opp",0,30,0,965,1106,7,7
"247",247,"MCTS-10","Mindist+Opp",2,0,1,965,1106,0,3
"3890",3890,"Mindist+Opp","MCTS-10",0,2,0,1106,965,0,3
"2878",2878,"MCTS-50","Mindist+Opp",0,20,0,950,1101,5,7
"2426",2426,"MCTS-50","Mindist+Opp",0,8,0,952,1099,2,7
"1417",1417,"MCTS-25","Mindist+Opp",3,0,1,976,1099,0,3
"1204",1204,"MCTS-25","Mindist+Opp",31,0,1,973,1102,3,3
"4022",4022,"Mindist+Opp","MCTS-25",0,4,0,1102,973,0,3
"3536",3536,"Mindist+Opp","MCTS-10",0,48,0,1107,960,5,3
"2619",2619,"MCTS-50","Mindist+Opp",0,60,0,966,1093,14,7
"956",956,"MCTS-10","Mindist+Opp",60,0,1,954,1099,6,3
"643",643,"MCTS-10","Mindist+Opp",15,0,1,952,1101,2,3
"1291",1291,"MCTS-25","Mindist+Opp",40,0,1,969,1105,4,3
"2505",2505,"MCTS-50","Mindist+Opp",19,0,1,964,1107,2,3
"380",380,"MCTS-10","Mindist+Opp",26,0,1,949,1110,3,3
"1252",1252,"MCTS-25","Mindist+Opp",0,10,0,971,1108,2,7
"5154",5154,"Mindist+Opp","MCTS-50",0,33,0,1111,961,3,3
"3671",3671,"Mindist+Opp","MCTS-10",0,8,0,1112,948,1,3
"1549",1549,"MCTS-25","Mindist+Opp",0,31,0,978,1105,7,7
"1231",1231,"MCTS-25","Mindist+Opp",0,30,0,985,1098,7,7
"2389",2389,"MCTS-50","Mindist+Opp",0,60,0,975,1084,14,7
"1061",1061,"MCTS-25","Mindist+Opp",0,20,0,989,1080,4,6
"1500",1500,"MCTS-25","Mindist+Opp",9,0,1,988,1081,1,4
"3824",3824,"Mindist+Opp","MCTS-10",0,34,0,1085,944,4,3
"2395",2395,"MCTS-50","Mindist+Opp",60,0,1,968,1092,7,3
"1761",1761,"MCTS-25","Mindist+Opp",46,0,1,983,1097,5,4
"1324",1324,"MCTS-25","Mindist+Opp",0,30,0,990,1090,7,7
"4416",4416,"Mindist+Opp","MCTS-25",0,26,0,1093,987,3,4
"988",988,"MCTS-10","Mindist+Opp",60,0,1,938,1099,6,3
"5641",5641,"Mindist+Opp","MCTS-50",0,16,0,1101,966,2,3
"221",221,"MCTS-10","Mindist+Opp",0,20,0,943,1096,5,7
"5331",5331,"Mindist+Opp","MCTS-50",0,31,0,1099,963,3,3
"2854",2854,"MCTS-50","Mindist+Opp",0,59,0,976,1086,13,7
"3260",3260,"Mindist+Opp","MCTS-10",0,8,0,1087,942,1,3
"93",93,"MCTS-10","Mindist+Opp",0,42,0,952,1077,10,7
"4532",4532,"Mindist+Opp","MCTS-25",0,2,0,1077,987,0,4
"5450",5450,"Mindist+Opp","MCTS-50",10,0,1,1075,978,2,6
"1744",1744,"MCTS-25","Mindist+Opp",0,10,0,989,1073,2,6
"516",516,"MCTS-10","Mindist+Opp",23,0,1,949,1076,3,3
"1582",1582,"MCTS-25","Mindist+Opp",60,0,1,981,1084,8,4
"4269",4269,"Mindist+Opp","MCTS-25",0,60,0,1091,974,7,4
"70",70,"MCTS-10","Mindist+Opp",60,0,1,943,1097,6,3
"2280",2280,"MCTS-50","Mindist+Opp",24,0,1,975,1100,3,3
"3402",3402,"Mindist+Opp","MCTS-10",0,60,0,1106,937,6,3
"3486",3486,"Mindist+Opp","MCTS-10",0,38,0,1109,934,3,3
"217",217,"MCTS-10","Mindist+Opp",0,30,0,941,1102,7,7
"4186",4186,"Mindist+Opp","MCTS-25",0,21,0,1104,972,2,3
"3575",3575,"Mindist+Opp","MCTS-10",0,39,0,1108,937,4,3
"2019",2019,"MCTS-50","Mindist+Opp",19,0,1,973,1110,2,3
"932",932,"MCTS-10","Mindist+Opp",0,22,0,942,1105,5,7
"2192",2192,"MCTS-50","Mindist+Opp",0,16,0,977,1101,4,7
"2425",2425,"MCTS-50","Mindist+Opp",2,0,1,977,1101,0,3
"3409",3409,"Mindist+Opp","MCTS-10",0,36,0,1104,939,3,3
"308",308,"MCTS-10","Mindist+Opp",46,0,1,935,1108,4,3
"5466",5466,"Mindist+Opp","MCTS-50",0,17,0,1110,975,2,3
"2494",2494,"MCTS-50","Mindist+Opp",48,0,1,970,1115,5,3
"354",354,"MCTS-10","Mindist+Opp",2,0,1,935,1115,0,3
"1923",1923,"MCTS-25","Mindist+Opp",0,34,0,980,1107,8,7
"749",749,"MCTS-10","Mindist+Opp",0,19,0,940,1102,5,7
"5689",5689,"Mindist+Opp","MCTS-50",0,43,0,1107,965,5,3
"903",903,"MCTS-10","Mindist+Opp",12,0,1,939,1108,1,3
"2702",2702,"MCTS-50","Mindist+Opp",42,0,1,961,1112,4,3
"3742",3742,"Mindist+Opp","MCTS-10",0,37,0,1115,936,3,3
"5534",5534,"Mindist+Opp","MCTS-50",0,27,0,1118,958,3,3
"3815",3815,"Mindist+Opp","MCTS-10",2,0,1,1118,936,0,7
"3542",3542,"Mindist+Opp","MCTS-10",0,51,0,1122,932,4,3
"3513",3513,"Mindist+Opp","MCTS-10",0,60,0,1127,927,5,3
"1677",1677,"MCTS-25","Mindist+Opp",0,16,0,984,1123,4,7
"1934",1934,"MCTS-25","Mindist+Opp",3,0,1,984,1123,0,3
"4381",4381,"Mindist+Opp","MCTS-25",0,16,0,1125,982,2,3
"6",6,"MCTS-10","Mindist+Opp",24,0,1,925,1127,2,2
"3773",3773,"Mindist+Opp","MCTS-10",0,40,0,1130,922,3,2
"4787",4787,"Mindist+Opp","MCTS-25",0,54,0,1135,977,5,3
"4756",4756,"Mindist+Opp","MCTS-25",0,57,0,1140,972,5,3
"4077",4077,"Mindist+Opp","MCTS-25",16,0,1,1136,976,4,7
"3085",3085,"Mindist+Opp","MCTS-10",0,35,0,1139,919,3,2
"4179",4179,"Mindist+Opp","MCTS-25",32,0,1,1131,984,8,7
"320",320,"MCTS-10","Mindist+Opp",15,0,1,918,1132,1,2
"3123",3123,"Mindist+Opp","MCTS-10",0,12,0,1133,917,1,2
"1334",1334,"MCTS-25","Mindist+Opp",16,0,1,982,1135,2,3
"4157",4157,"Mindist+Opp","MCTS-25",0,44,0,1139,978,4,3
"4612",4612,"Mindist+Opp","MCTS-25",0,2,0,1139,978,0,3
"3834",3834,"Mindist+Opp","MCTS-10",0,21,0,1141,915,2,2
"4272",4272,"Mindist+Opp","MCTS-25",4,0,1,1140,979,1,7
"212",212,"MCTS-10","Mindist+Opp",17,0,1,914,1141,1,2
"803",803,"MCTS-10","Mindist+Opp",0,6,0,916,1139,2,8
"1437",1437,"MCTS-25","Mindist+Opp",7,0,1,978,1140,1,3
"2980",2980,"MCTS-50","Mindist+Opp",11,0,1,957,1141,1,3
"3362",3362,"Mindist+Opp","MCTS-10",0,5,0,1141,916,0,2
"3731",3731,"Mindist+Opp","MCTS-10",10,0,1,1138,919,3,8
"5908",5908,"Mindist+Opp","MCTS-50",0,49,0,1142,953,4,3
"319",319,"MCTS-10","Mindist+Opp",2,0,1,919,1142,0,2
"720",720,"MCTS-10","Mindist+Opp",42,0,1,916,1145,3,2
"3202",3202,"Mindist+Opp","MCTS-10",0,21,0,1146,915,1,2
"5910",5910,"Mindist+Opp","MCTS-50",0,41,0,1149,950,3,2
"985",985,"MCTS-10","Mindist+Opp",22,0,1,913,1151,2,2
"46",46,"MCTS-10","Mindist+Opp",17,0,1,912,1152,1,2
"2558",2558,"MCTS-50","Mindist+Opp",7,0,1,949,1153,1,2
"2023",2023,"MCTS-50","Mindist+Opp",0,43,0,960,1142,11,8
"1771",1771,"MCTS-25","Mindist+Opp",60,0,1,972,1148,6,3
"3447",3447,"Mindist+Opp","MCTS-10",0,54,0,1152,908,4,2
"5758",5758,"Mindist+Opp","MCTS-50",0,4,0,1152,960,0,2
"2811",2811,"MCTS-50","Mindist+Opp",5,0,1,960,1152,0,2
"142",142,"MCTS-10","Mindist+Opp",0,5,0,909,1151,1,8
"4727",4727,"Mindist+Opp","MCTS-25",0,30,0,1154,969,3,3
"1987",1987,"MCTS-25","Mindist+Opp",2,0,1,969,1154,0,3
"2893",2893,"MCTS-50","Mindist+Opp",0,21,0,965,1149,5,8
"3059",3059,"Mindist+Opp","MCTS-10",0,13,0,1150,908,1,2
"4132",4132,"Mindist+Opp","MCTS-25",0,2,0,1150,969,0,3
"5112",5112,"Mindist+Opp","MCTS-50",0,21,0,1152,963,2,3
"1168",1168,"MCTS-25","Mindist+Opp",0,60,0,984,1137,15,7
"581",581,"MCTS-10","Mindist+Opp",18,0,1,907,1138,1,2
"4410",4410,"Mindist+Opp","MCTS-25",0,13,0,1139,983,1,3
"5120",5120,"Mindist+Opp","MCTS-50",15,0,1,1135,967,4,7
"5384",5384,"Mindist+Opp","MCTS-50",10,0,1,1133,969,2,7
"3766",3766,"Mindist+Opp","MCTS-10",0,32,0,1135,905,2,2
"3605",3605,"Mindist+Opp","MCTS-10",0,14,0,1136,904,1,2
"4013",4013,"Mindist+Opp","MCTS-25",0,24,0,1138,981,2,3
"2546",2546,"MCTS-50","Mindist+Opp",47,0,1,965,1142,4,3
"2347",2347,"MCTS-50","Mindist+Opp",15,0,1,964,1143,1,3
"4778",4778,"Mindist+Opp","MCTS-25",0,28,0,1146,978,3,3
"5220",5220,"Mindist+Opp","MCTS-50",0,44,0,1150,960,4,3
"2797",2797,"MCTS-50","Mindist+Opp",0,14,0,963,1147,3,7
"2657",2657,"MCTS-50","Mindist+Opp",0,39,0,973,1137,10,7
"1847",1847,"MCTS-25","Mindist+Opp",0,60,0,992,1123,14,7
"5181",5181,"Mindist+Opp","MCTS-50",47,0,1,1112,984,11,7
"5237",5237,"Mindist+Opp","MCTS-50",0,5,0,1113,983,1,3
"1694",1694,"MCTS-25","Mindist+Opp",2,0,1,992,1113,0,3
"2849",2849,"MCTS-50","Mindist+Opp",5,0,1,982,1114,1,3
"3152",3152,"Mindist+Opp","MCTS-10",60,0,1,1099,919,15,8
"5515",5515,"Mindist+Opp","MCTS-50",0,40,0,1104,977,5,3
"734",734,"MCTS-10","Mindist+Opp",0,32,0,927,1096,8,7
"2516",2516,"MCTS-50","Mindist+Opp",0,6,0,978,1095,1,7
"5456",5456,"Mindist+Opp","MCTS-50",0,50,0,1101,972,6,3
"3495",3495,"Mindist+Opp","MCTS-10",47,0,1,1090,938,11,7
"5703",5703,"Mindist+Opp","MCTS-50",0,60,0,1097,965,7,3
"2822",2822,"MCTS-50","Mindist+Opp",18,0,1,963,1099,2,3
"4979",4979,"Mindist+Opp","MCTS-25",0,38,0,1103,988,4,4
"1837",1837,"MCTS-25","Mindist+Opp",31,0,1,984,1107,4,3
"500",500,"MCTS-10","Mindist+Opp",7,0,1,937,1108,1,3
"4045",4045,"Mindist+Opp","MCTS-25",0,8,0,1109,983,1,3
"3357",3357,"Mindist+Opp","MCTS-10",0,44,0,1113,933,4,3
"1969",1969,"MCTS-25","Mindist+Opp",6,0,1,982,1114,1,3
"2090",2090,"MCTS-50","Mindist+Opp",0,52,0,975,1102,12,7
"1422",1422,"MCTS-25","Mindist+Opp",60,0,1,975,1109,7,3
"2248",2248,"MCTS-50","Mindist+Opp",0,17,0,979,1105,4,7
"1925",1925,"MCTS-25","Mindist+Opp",35,0,1,971,1109,4,3
"4771",4771,"Mindist+Opp","MCTS-25",0,12,0,1110,970,1,3
"589",589,"MCTS-10","Mindist+Opp",21,0,1,931,1112,2,3
"3055",3055,"Mindist+Opp","MCTS-10",0,40,0,1115,928,3,3
"1400",1400,"MCTS-25","Mindist+Opp",12,0,1,969,1116,1,3
"5696",5696,"Mindist+Opp","MCTS-50",0,24,0,1118,977,2,3
"4441",4441,"Mindist+Opp","MCTS-25",24,0,1,1112,975,6,7
"2625",2625,"MCTS-50","Mindist+Opp",0,4,0,978,1111,1,7
"2188",2188,"MCTS-50","Mindist+Opp",60,0,1,972,1117,6,3
"4982",4982,"Mindist+Opp","MCTS-25",50,0,1,1105,987,12,7
"958",958,"MCTS-10","Mindist+Opp",6,0,1,927,1106,1,3
"2514",2514,"MCTS-50","Mindist+Opp",0,60,0,986,1092,14,7
"3456",3456,"Mindist+Opp","MCTS-10",0,43,0,1096,923,4,3
"1625",1625,"MCTS-25","Mindist+Opp",3,0,1,987,1096,0,3
"5738",5738,"Mindist+Opp","MCTS-50",0,11,0,1097,985,1,3
"5355",5355,"Mindist+Opp","MCTS-50",2,0,1,1097,985,0,7
"3291",3291,"Mindist+Opp","MCTS-10",21,0,1,1092,928,5,7
"2121",2121,"MCTS-50","Mindist+Opp",18,0,1,983,1094,2,4
"5675",5675,"Mindist+Opp","MCTS-50",0,35,0,1098,979,4,3
"5802",5802,"Mindist+Opp","MCTS-50",0,41,0,1103,974,5,3
"1473",1473,"MCTS-25","Mindist+Opp",37,0,1,983,1107,4,3
"3557",3557,"Mindist+Opp","MCTS-10",0,60,0,1112,923,5,3
"3690",3690,"Mindist+Opp","MCTS-10",0,2,0,1112,923,0,3
"1471",1471,"MCTS-25","Mindist+Opp",0,4,0,984,1111,1,7
"4531",4531,"Mindist+Opp","MCTS-25",0,12,0,1112,983,1,3
"2279",2279,"MCTS-50","Mindist+Opp",3,0,1,974,1112,0,3
"4328",4328,"Mindist+Opp","MCTS-25",59,0,1,1099,996,13,7
"5733",5733,"Mindist+Opp","MCTS-50",21,0,1,1094,979,5,7
"1881",1881,"MCTS-25","Mindist+Opp",0,26,0,1002,1088,6,6
"3187",3187,"Mindist+Opp","MCTS-10",18,0,1,1084,927,4,7
"2249",2249,"MCTS-50","Mindist+Opp",0,8,0,981,1082,2,6
"533",533,"MCTS-10","Mindist+Opp",0,15,0,931,1078,4,7
"2714",2714,"MCTS-50","Mindist+Opp",6,0,1,980,1079,1,4
"5753",5753,"Mindist+Opp","MCTS-50",0,24,0,1082,977,3,4
"2068",2068,"MCTS-50","Mindist+Opp",0,29,0,983,1076,6,6
"3490",3490,"Mindist+Opp","MCTS-10",0,19,0,1078,929,2,3
"5968",5968,"Mindist+Opp","MCTS-50",0,4,0,1078,983,0,4
"605",605,"MCTS-10","Mindist+Opp",2,0,1,929,1078,0,3
"4034",4034,"Mindist+Opp","MCTS-25",0,35,0,1083,997,5,4
"4266",4266,"Mindist+Opp","MCTS-25",24,0,1,1078,1002,5,6
"5897",5897,"Mindist+Opp","MCTS-50",0,20,0,1080,981,2,4
"2187",2187,"MCTS-50","Mindist+Opp",2,0,1,981,1080,0,4
"5659",5659,"Mindist+Opp","MCTS-50",0,60,0,1087,974,7,4
"3466",3466,"Mindist+Opp","MCTS-10",0,18,0,1089,927,2,3
"3560",3560,"Mindist+Opp","MCTS-10",12,0,1,1086,930,3,7
"8",8,"MCTS-10","Mindist+Opp",0,29,0,937,1079,7,7
"2940",2940,"MCTS-50","Mindist+Opp",0,24,0,979,1074,5,6
"919",919,"MCTS-10","Mindist+Opp",31,0,1,934,1077,3,3
"5661",5661,"Mindist+Opp","MCTS-50",31,0,1,1070,986,7,6
"1782",1782,"MCTS-25","Mindist+Opp",2,0,1,1002,1070,0,4
"2894",2894,"MCTS-50","Mindist+Opp",0,2,0,986,1070,0,6
"3141",3141,"Mindist+Opp","MCTS-10",0,55,0,1076,928,6,3
"4631",4631,"Mindist+Opp","MCTS-25",0,20,0,1079,999,3,4
"1347",1347,"MCTS-25","Mindist+Opp",22,0,1,996,1082,3,4
"3617",3617,"Mindist+Opp","MCTS-10",10,0,1,1080,930,2,7
"3985",3985,"Mindist+Opp","MCTS-10",11,0,1,1077,933,3,7
"1421",1421,"MCTS-25","Mindist+Opp",41,0,1,991,1082,5,4
"3328",3328,"Mindist+Opp","MCTS-10",0,38,0,1086,929,4,3
"413",413,"MCTS-10","Mindist+Opp",2,0,1,929,1086,0,3
"823",823,"MCTS-10","Mindist+Opp",60,0,1,923,1092,6,3
"307",307,"MCTS-10","Mindist+Opp",0,13,0,926,1089,3,7
"4217",4217,"Mindist+Opp","MCTS-25",0,51,0,1095,985,6,4
"4143",4143,"Mindist+Opp","MCTS-25",8,0,1,1093,987,2,7
"5424",5424,"Mindist+Opp","MCTS-50",0,9,0,1094,985,1,4
"646",646,"MCTS-10","Mindist+Opp",14,0,1,925,1095,1,3
"3631",3631,"Mindist+Opp","MCTS-10",0,6,0,1096,924,1,3
"2311",2311,"MCTS-50","Mindist+Opp",18,0,1,983,1098,2,3
"3278",3278,"Mindist+Opp","MCTS-10",0,13,0,1099,923,1,3
"5327",5327,"Mindist+Opp","MCTS-50",0,60,0,1106,976,7,3
"3718",3718,"Mindist+Opp","MCTS-10",0,22,0,1108,921,2,3
"3874",3874,"Mindist+Opp","MCTS-10",0,60,0,1113,916,5,3
"2639",2639,"MCTS-50","Mindist+Opp",0,9,0,978,1111,2,7
"1683",1683,"MCTS-25","Mindist+Opp",26,0,1,984,1114,3,3
"5540",5540,"Mindist+Opp","MCTS-50",8,0,1,1112,980,2,7
"4426",4426,"Mindist+Opp","MCTS-25",0,12,0,1113,983,1,3
"4988",4988,"Mindist+Opp","MCTS-25",0,37,0,1117,979,4,3
"4898",4898,"Mindist+Opp","MCTS-25",6,0,1,1116,980,1,7
"227",227,"MCTS-10","Mindist+Opp",36,0,1,913,1119,3,2
"696",696,"MCTS-10","Mindist+Opp",23,0,1,911,1121,2,2
"4195",4195,"Mindist+Opp","MCTS-25",24,0,1,1115,986,6,7
"3578",3578,"Mindist+Opp","MCTS-10",33,0,1,1107,919,8,8
"986",986,"MCTS-10","Mindist+Opp",49,0,1,915,1111,4,3
"3253",3253,"Mindist+Opp","MCTS-10",0,19,0,1113,913,2,2
"2029",2029,"MCTS-50","Mindist+Opp",0,45,0,990,1103,10,7
"2062",2062,"MCTS-50","Mindist+Opp",13,0,1,989,1104,1,3
"2460",2460,"MCTS-50","Mindist+Opp",5,0,1,988,1105,1,3
"5516",5516,"Mindist+Opp","MCTS-50",0,41,0,1110,983,5,3
"3503",3503,"Mindist+Opp","MCTS-10",0,15,0,1111,912,1,2
"3857",3857,"Mindist+Opp","MCTS-10",0,60,0,1116,907,5,2
"979",979,"MCTS-10","Mindist+Opp",2,0,1,907,1116,0,2
"2041",2041,"MCTS-50","Mindist+Opp",43,0,1,978,1121,5,3
"4326",4326,"Mindist+Opp","MCTS-25",0,38,0,1125,982,4,3
"3800",3800,"Mindist+Opp","MCTS-10",8,0,1,1123,909,2,8
"3462",3462,"Mindist+Opp","MCTS-10",0,23,0,1125,907,2,2
"4519",4519,"Mindist+Opp","MCTS-25",0,59,0,1131,976,6,3
"1825",1825,"MCTS-25","Mindist+Opp",26,0,1,973,1134,3,3
"527",527,"MCTS-10","Mindist+Opp",50,0,1,903,1138,4,2
"3408",3408,"Mindist+Opp","MCTS-10",0,33,0,1140,901,2,2
"3026",3026,"Mindist+Opp","MCTS-10",0,19,0,1141,900,1,2
"4925",4925,"Mindist+Opp","MCTS-25",0,39,0,1145,969,4,3
"3645",3645,"Mindist+Opp","MCTS-10",0,34,0,1147,898,2,2
"5671",5671,"Mindist+Opp","MCTS-50",0,4,0,1147,978,0,3
"3322",3322,"Mindist+Opp","MCTS-10",0,34,0,1149,896,2,2
"1850",1850,"MCTS-25","Mindist+Opp",0,26,0,975,1143,6,7
"3173",3173,"Mindist+Opp","MCTS-10",0,50,0,1146,893,3,2
"5145",5145,"Mindist+Opp","MCTS-50",0,4,0,1146,978,0,3
"5205",5205,"Mindist+Opp","MCTS-50",0,9,0,1147,977,1,3
"756",756,"MCTS-10","Mindist+Opp",60,0,1,889,1151,4,2
"4158",4158,"Mindist+Opp","MCTS-25",0,53,0,1156,970,5,3
"992",992,"MCTS-10","Mindist+Opp",23,0,1,888,1157,1,2
"5219",5219,"Mindist+Opp","MCTS-50",0,37,0,1160,974,3,3
"4452",4452,"Mindist+Opp","MCTS-25",0,2,0,1160,970,0,3
"3624",3624,"Mindist+Opp","MCTS-10",0,26,0,1161,887,1,2
"4033",4033,"Mindist+Opp","MCTS-25",0,21,0,1163,968,2,2
"836",836,"MCTS-10","Mindist+Opp",14,0,1,886,1164,1,2
"2285",2285,"MCTS-50","Mindist+Opp",0,20,0,979,1159,5,7
"1273",1273,"MCTS-25","Mindist+Opp",41,0,1,965,1162,3,2
"809",809,"MCTS-10","Mindist+Opp",50,0,1,883,1165,3,2
"3904",3904,"Mindist+Opp","MCTS-10",0,4,0,1165,883,0,2
"5927",5927,"Mindist+Opp","MCTS-50",0,27,0,1167,977,2,3
"188",188,"MCTS-10","Mindist+Opp",23,0,1,882,1168,1,2
"203",203,"MCTS-10","Mindist+Opp",15,0,1,881,1169,1,2
"288",288,"MCTS-10","Mindist+Opp",0,51,0,895,1155,14,8
"3619",3619,"Mindist+Opp","MCTS-10",0,19,0,1156,894,1,2
"4992",4992,"Mindist+Opp","MCTS-25",31,0,1,1148,973,8,8
"4172",4172,"Mindist+Opp","MCTS-25",34,0,1,1140,981,8,7
"2757",2757,"MCTS-50","Mindist+Opp",60,0,1,971,1146,6,3
"2654",2654,"MCTS-50","Mindist+Opp",11,0,1,970,1147,1,3
"4944",4944,"Mindist+Opp","MCTS-25",0,17,0,1149,979,2,3
"3720",3720,"Mindist+Opp","MCTS-10",0,2,0,1149,894,0,2
"5566",5566,"Mindist+Opp","MCTS-50",0,38,0,1152,967,3,3
"4099",4099,"Mindist+Opp","MCTS-25",0,32,0,1155,976,3,3
"4093",4093,"Mindist+Opp","MCTS-25",16,0,1,1151,980,4,7
"5831",5831,"Mindist+Opp","MCTS-50",0,18,0,1153,965,2,3
"4303",4303,"Mindist+Opp","MCTS-25",0,9,0,1154,979,1,3
"1899",1899,"MCTS-25","Mindist+Opp",27,0,1,977,1156,2,3
"4661",4661,"Mindist+Opp","MCTS-25",10,0,1,1154,979,2,7
"3516",3516,"Mindist+Opp","MCTS-10",0,27,0,1156,892,2,2
"45",45,"MCTS-10","Mindist+Opp",0,55,0,907,1141,15,8
"5147",5147,"Mindist+Opp","MCTS-50",27,0,1,1134,972,7,7
"779",779,"MCTS-10","Mindist+Opp",39,0,1,904,1137,3,2
"4362",4362,"Mindist+Opp","MCTS-25",0,19,0,1139,977,2,3
"2905",2905,"MCTS-50","Mindist+Opp",40,0,1,968,1143,4,3
"1733",1733,"MCTS-25","Mindist+Opp",46,0,1,973,1147,4,3
"2127",2127,"MCTS-50","Mindist+Opp",14,0,1,967,1148,1,3
"1528",1528,"MCTS-25","Mindist+Opp",60,0,1,968,1153,5,3
"3065",3065,"Mindist+Opp","MCTS-10",34,0,1,1144,913,9,8
"3209",3209,"Mindist+Opp","MCTS-10",0,18,0,1145,912,1,2
"1592",1592,"MCTS-25","Mindist+Opp",8,0,1,967,1146,1,3
"5485",5485,"Mindist+Opp","MCTS-50",0,20,0,1148,965,2,3
"2243",2243,"MCTS-50","Mindist+Opp",0,51,0,978,1135,13,7
"4864",4864,"Mindist+Opp","MCTS-25",0,41,0,1139,963,4,3
"4857",4857,"Mindist+Opp","MCTS-25",0,14,0,1140,962,1,3
"2634",2634,"MCTS-50","Mindist+Opp",13,0,1,977,1141,1,3
"5567",5567,"Mindist+Opp","MCTS-50",0,13,0,1142,976,1,3
"3572",3572,"Mindist+Opp","MCTS-10",36,0,1,1133,921,9,8
"1361",1361,"MCTS-25","Mindist+Opp",27,0,1,960,1135,2,3
"2798",2798,"MCTS-50","Mindist+Opp",36,0,1,973,1138,3,3
"526",526,"MCTS-10","Mindist+Opp",33,0,1,919,1140,2,2
"1036",1036,"MCTS-25","Mindist+Opp",43,0,1,956,1144,4,3
"2076",2076,"MCTS-50","Mindist+Opp",28,0,1,970,1147,3,3
"1556",1556,"MCTS-25","Mindist+Opp",0,27,0,963,1140,7,8
"4596",4596,"Mindist+Opp","MCTS-25",0,23,0,1142,961,2,3
"4521",4521,"Mindist+Opp","MCTS-25",0,7,0,1143,960,1,3
"5931",5931,"Mindist+Opp","MCTS-50",7,0,1,1141,972,2,7
"3666",3666,"Mindist+Opp","MCTS-10",0,10,0,1142,918,1,2
"4320",4320,"Mindist+Opp","MCTS-25",0,17,0,1143,959,1,3
"5616",5616,"Mindist+Opp","MCTS-50",0,60,0,1148,967,5,3
